job_title,company,company_rating,location,job_text,date
Data Collection Engineer,"Epiq Systems, Inc.",N/A,"Collegeville, PA 19426","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', ""Bachelor's (Preferred)Computer forensics: 1 year (Preferred)"", 'At least 4-5 years of experience in the electronic discovery industry, IT industry, and/or computer forensic industry and digital forensic data collections', 'Strong technical understanding of Windows, iOS, mobile devices, networks, and computer technologies', 'Experience with e-Discovery data harvesting processes and evidence handling', 'Experience with Robocopy (Robust File Copy), FTK, and other data collection toolsets', 'Strong verbal and written communication skills', 'Available to work evenings and/or weekends if required', 'Experience with Exchange, Office 365, Discovery Accelerator', 'Microsoft Access experience (Preferred, but not required)', 'Responsible for daily electronic data discovery collection efforts including digital forensic data collections', 'Email collection experience using email archiving software such as Veritas Enterprise Vault', 'Responsible for executing project requirements and providing daily status updates', 'Effectively works within a variety of hardware and software technologies', 'Works collaboratively with a team of e-Discovery digital forensic data collection', 'Communicates with Senior Project Manager to resolve issues and provide daily updates', 'Performs quality checks on work related to e-discovery collection requests', ""Follows electronic discovery industry's best practices to ensure work is completed to client satisfaction"", '401(k)', 'Dental insurance', 'Health insurance', 'Paid time off', 'Tuition reimbursement', 'Vision insurance', '8 hour shift', 'Monday to Friday', ""Bachelor's (Preferred)"", 'Computer forensics: 1 year (Preferred)', 'One location']",2020-12-30 21:49:28
Data Engineer,Applied Information Sciences,4.2 out of 5 from 19 employee ratings,"Chevy Chase, MD","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Work in a team using cutting edge technologies to solve challenging business problems and build solutions', 'Interact directly with our client(s) to understand their needs and meet, or exceed their expectations by meeting delivery deadlines', 'Work in an agile environment with participation in daily stand-ups/scrum', 'Design, write, test, troubleshoot, and document data transformations', 'Learn new technologies and be aware of industry standards, best practices, and trends.', '3+ years of experience working with Scala', 'Hands on Programming experience in Scala with Spark for ETL', 'Advanced SQL skills', 'Possess Hive skills with HiveQL.', 'Experience in designing efficient and robust ETL/ELT workflows, schedulers using Oozie, and event-based triggers', 'Big Data Experience - Experience with Ab Initio, MDM, Microstrategy, Cassandra, Hadoop, Spring Cloud', 'Data Operations and Security - experience with tools like Collibra, able to establish data standards and policies', 'Proven ability to work with clients to understand requirements and envision data ingestion solutions', 'Experience with Snowflake', 'Experience with the Azure storage technologies (Azure Data Lake, Azure SQL Data Warehouse, Azure SQL Database)', 'Knowledge of Azure data movement and transformation capabilities (Azure Data Factory, Data Lake Analytics, Data Bricks, Stream Analytics)', 'Knowledge of Talend ETL', 'Microsoft related certifications such as the MCSD/MCSE', 'Smart people with a passion for technology', 'Strong technical capabilities with a consultancy mindset', 'Close involvement with local technical communities', 'A willingness to think outside of the box to provide innovative solutions to clients', 'Ability to solve challenging technical business problems', 'Self-directed professionals', 'Client Success', 'Continued Learning and Technical Excellence', 'Strong Client Relationships', 'Citizenship and Community']",2020-12-30 21:49:28
Data Engineer,Virtusa,3.7 out of 5 from 727 employee ratings,"Buffalo, NY","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center']",2020-12-30 21:49:28
Data Engineer,Rangam Consultants Inc,3.9 out of 5 from 40 employee ratings,"Baltimore, MD 21231","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Experience:Python/Scala/SQL programming language, 2 years (Preferred)DevOps, 3 years (Preferred)Data Engineer, 5 years (Preferred)ETL, 2 years (Preferred)', 'Location:Baltimore, MD 21231 (Preferred)', 'The Data Engineer will report to the Sr Manager, Strategic Development and will focus on supporting AI Labs technology stack.', 'The role will heavily leverage DevOps and Agile development practices, as the position further refines and integrates best practices across the client cloud-based AI platform.', 'The Data Engineer will make heavy use of ETL methods to “clean” messy data with machine learning in mind.', 'The role heavily uses Apache Spark to prepare and clean large data sets to solve AI Lab’s most exciting and difficult data challenges.', 'The Data Engineer will work in closely with Data scientists to create data synergy across all domains to ensure clean and reliable delivery of data on the AI Labs platform.', 'Experience in building/operating/maintaining fault tolerant and scalable data processing integrations using Azure', '2+ years’ experience in Python/Scala/SQL programming language', 'Strong problem-solving skills with emphasis on optimization data pipelines', 'Excellent written and verbal communication skills for coordinating across teams', 'A drive to learn and master new technologies and techniques', 'Experience using Docker or Kubernetes is a plus', 'Demonstrated capabilities with cloud infrastructures and multi-cloud environments such as Azure, AWS, IBM cloud', 'Experienced in DevOps and Agile environments and using CI/CD pipelines.', 'Experienced using Databricks & Apache Spark', 'Experienced using Azure Data Factory', 'Health insurance', '8 hour shift', 'Python/Scala/SQL programming language: 2 years (Preferred)', 'DevOps: 3 years (Preferred)', 'Data Engineer: 5 years (Preferred)', 'ETL: 2 years (Preferred)', 'Baltimore, MD 21231 (Preferred)', 'Temporarily due to COVID-19']",2020-12-30 21:49:28
Data Engineer,iknowvate technologies,N/A,"Basking Ridge, NJ","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center']",2020-12-30 21:49:28
Big Data Engineer,"Vertex, Inc.",3.8 out of 5 from 65 employee ratings,"King of Prussia, PA 19406","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Provide engineering leadership in all architecture decisions.', 'Provide technical leadership to build and implement data and big data solutions', 'Articulate pros and cons of various technologies, platforms and tools.', 'Define and lead the frameworks for compliance with data management standards for emerging technologies (streaming platforms, cloud integration, etc.)', 'Be part of a core team leading migration to new data technologies for unstructured, streaming and high-volume data.', 'Overall accountability of your work and adopt established data management frameworks to prevent data lakes from becoming data swamps.', 'Provide senior level technical consulting to application development teams during application design and development for highly complex or critical projects.', 'Participate in other projects or duties.', 'Occasional travel required.', 'Expert with Big Data technologies like Hadoop, Hive, HBase, Spark, and various AWS technologies (EMR, Redshift, Athena, Glue)', 'Ability to listen and understand information and communicate the same.', 'Must possess good organizational skills.', 'Must be results oriented, customer focused, and exhibit good interpersonal skills.', 'Demonstrated hands-on experience with at-least one of the major Hadoop distributions (Preferably Cloudera / Hortonworks).', 'Demonstrated work experience with distributed, scalable Big Data programming model and technologies such as Hadoop, Hive, Pig, etc.', 'Deep technical Expertise in Hadoop eco system components.', 'Experience designing, developing and implementing online-machine learning libraries', 'Ability to apply broad expertise or knowledge to contribute to development of company objectives and principles to resolve complex issues in creative ways.', 'Ability to work without supervision. Wide latitude for decision making.', 'Ability to create formal networks involving coordination among groups.', 'Ability to listen and understand information and communicate the same', 'Must possess strong interpersonal, organizational, presentation and facilitation skills.', 'Must be results oriented and customer focused.', 'Proficiency in Microsoft Office packages.', 'Sufficient knowledge of business communication, including telephone, voicemail, and e-mail and operations of office machines, such as photocopier, scanner, and fax.', 'Eight (8) years of experience in dimensional data modeling, ETL development, and Data Warehousing.', 'Five (5) years of experience in Business Consulting-ETL Processes.', 'Three (3) years of experience using BIG Data (BD)-Apache Hadoop (HDFS) Base/Hive/Pig/Mahout/Flume/Scoop/MapReduce/Yarn.', 'One (1) year experience in Cloud Dev and Migration-AWS-Analytics/DW/Redshift.', 'Builds Relationships: Fosters open dialogue and obtains shared commitment to proposals; shared ideas and information to promote mutual understanding, respect, and effective decision-making.', 'Drives for Results: Acts to create opportunities for Vertex or to avoid future problems; has the courage to act with incomplete information rather than simply thinking about it; maintains a focused commitment to achieving enterprise objectives', 'Knows the Business: Understands and applies knowledge of Vertex’s business and processes to accomplish goals.', 'Anticipates Customer Needs (internal and external): Establishes and maintains productive relationships with customers and partners, anticipating their needs.', 'Learns Continuously: Expands own knowledge base to enhance performance; seeks development to increase strengths for current and future needs.']",2020-12-30 21:49:28
Data Engineer and Integration Developer,PCS Global Tech,N/A,"Wayne, PA","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', ""Bachelor's (Preferred)SQL: 1 year (Preferred)Data Warehouse: 1 year (Preferred)US work authorization (Preferred)"", 'Help write and optimize in-application SQL statements.', 'Ensure performance, security, and availability of databases.', 'Prepare documentations and specifications.', 'Handle common database procedures such as upgrade, backup, recovery, migration, etc.', 'Write TSQL scripts and objects such as stored procedures, user-defined functions, views, indexes per business requirements.', 'Create ETL SSIS packages to migrate data from OLTP sources to OLAP destinations through available tasks and transformations in SSIS.', 'Design and create user interactive reports in SSRS, Power BI and Tableau.', 'Profile server resource usage, and optimize and tweak as necessary.', 'Collaborate with other team members and stakeholders.', 'BS or MS of degree in Computer Science, Information Technology, Engineering or related field is required', 'Proficiency with SQL and its variation among popular databases', 'Skilled at optimizing large complicated SQL statements', 'Capable of configuring popular database engines and orchestrating clusters as necessary', 'Ability to plan resource requirements from high level specifications', 'Good communication skills', 'Maintain, support, and enhance the business intelligence data backend, including data warehouses and data lakes.', 'Build interfaces between the business intelligence systems and other college information systems to maintain a timely and accurate integration of data.', 'Collaborate and work with data analysts in various departments to ensure that data meets their reporting and analysis needs.', 'Provide technical guidance for design and implementation of data governance systems and policy.', 'Work extensively towards SQL Server development in writing core TSQL scripts to implement complex business logics.', 'Develop SSIS packages to implement complex ETL strategies as a part of business requirements for population of dimensional data structures.', 'Work on creating SSAS cubes and various cube objects such as KPIs (Key Performance Indicators), calculated members, attributes hierarchies and perspectives.', 'Design eye-catching reports with data from OLTP database, dimensional data structure and OLAP cubes for business reporting purposes.', 'Keep abreast of new business intelligence technologies', 'BS or MS of degree in Computer Science, Information Technology, Engineering or related field is required', 'At least 1 year of experience using Microsoft SQL Server Database, SSIS, SSRS, SSAS is required', 'Experience with other relational databases, BI reporting and data discovery tools is preferred', 'Provides plan with data, reporting and analyses that enable data driven decision making.', 'Provides summary analyses in written and oral presentation settings.', 'Builds database from scratch. And prepares complex presentations.', 'Develops system test cases and documents results, researches system issues and documents findings.', 'Bachelor’s degree in Science, Technology, Engineering or Mathematics', 'Ability to translate business requirements into non-technical, lay terms', 'Understanding of addressing and metadata standards', 'High-level written and verbal communication skills', 'Managing master data, including creation, updates, and deletion.', 'Managing users and user roles.', 'Provide quality assurance of imported data, working with quality assurance analyst if necessary.', 'Commissioning and decommissioning of data sets.', 'Processing confidential data and information according to guidelines.', 'Helping develop reports and analysis.', 'Managing and designing the reporting environment, including data sources, security, and metadata.', 'Supporting the data warehouse in identifying and revising reporting requirements.', 'Supporting initiatives for data integrity and normalization.', 'Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.', 'Generating reports from single or multiple systems.', 'Troubleshooting the reporting database environment and reports.', 'Evaluating changes and updates to source production systems.', 'Training end users on new reports and dashboards.', 'Providing technical expertise on data storage structures, data mining, and data cleansing.', 'Bachelor’s degree in Science, Technology, Engineering or Mathematics', '1-3 years of work experience as a data analyst or in related field is preferred', 'Ability to work with stakeholders to assess potential risks.', 'Ability to analyze existing tools and databases and provide software solution recommendations.', 'Ability to translate business requirements into non-technical, lay terms.', 'High-level experience in methodologies and processes for managing large scale databases.', 'Demonstrated experience in handling large data sets and relational databases.', 'Understanding of addressing and metadata standards.', 'High-level written and verbal communication skills.', 'Dental insurance', 'Health insurance', 'Life insurance', 'Vision insurance', '8 hour shift', 'Monday to Friday', 'Wayne, PA (Preferred)', ""Bachelor's (Preferred)"", 'SQL: 1 year (Preferred)', 'Data Warehouse: 1 year (Preferred)', '100% (Preferred)', 'Pay', 'Yes: H-1B work authorization']",2020-12-30 21:49:28
Data Engineer,Rackspace,3.8 out of 5 from 366 employee ratings,Remote,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Build complex ETL code', 'Work on Data and Analytics Tools in the Cloud', 'Develop code using Python, Scala, R languages', 'Work with technologies such as Spark, Hadoop, Kafka, etc.', 'Build complex Data Engineering workflows', 'Create complex data solutions and build data pipelines', 'Establish credibility and build impactful relationships with our customers to enable them to be cloud advocates', 'Capture and share industry best practices amongst the community', 'Attend and present valuable information at Industry Events', 'Drive the engagements with customers from the architectural pillar, from design to delivery, create runbooks etc.', '15+ Years of Data-warehouse and Analytic system development and deployment experience', '10+ years of experience in database architectures and data pipeline development', '8+ years of experience in modern data ware housing platform using cloud native technologies', '5+ years of experience in delivering Azure/GCP/AWS Data Solutions.', 'Demonstrated knowledge of software development tools and methodologies', 'Presentation skills with a high degree of comfort speaking with executives, IT management, and developers', 'Excellent communication skills with an ability to right level conversations', 'Demonstrated ability to adapt to new technologies and learn quickly', 'Experience with Google Cloud Services such as Streaming + Batch, BigQuery, BigTable, DataStudio, DataPrep, Pub/Sub , Cloud Storage, Cloud Dataflow, Data Proc, DataFlow, DFunc, Big Query & Big Table', 'knowledge and proven use of contemporary data mining, cloud computing and data management tools including but not limited to Microsoft Azure, AWS Cloud, Google Cloud, hadoop, HDFS, MapR and spark.', 'Design and configuration of data movement, streaming and transformation (ETL) technologies such as Informatica, Nifi, Kafka, Storm, Sqoop, SSIS, Alteryx, Pentaho, Alooma, Airflow.', 'Creation of descriptive, predictive and prescriptive analytics solutions using Azure Stream Analytics, Azure Analysis Services, Data Lake Analytics, HDInsight, HDP, Spark, Databricks, MapReduce, Pig, Hive, Tez, SSAS.', 'Design and configuration of data movement, streaming and transformation (ETL) technologies such as Azure Data Factory, HDF, Nifi, Kafka, Storm, Sqoop, SSIS, LogicApps, Signiant, Aspera, Alteryx, Pentaho, Alooma, Airflow.', 'Large scale design, implementation and operations of OLTP, OLAP, DW and NoSQL data storage technologies such as SQL Server, Azure SQL, Azure SQL DW, PostgreSQL, CosmosDB, RedisCache, Azure Data Lake Store, Hadoop, Hive, MySQL, Neo4j, Cassandra, HBase', 'Experience working within an agile development process (Scrum, Kanban, etc)', 'Expertise in data estate workloads like HDInsight, Hadoop, Cloudera, Spark, Python.', 'Familiarity with CI/CD concepts', 'Strong verbal and written communications skills are a must, as well as the ability to work effectively across internal and external organizations and virtual teams.', 'Knowledge or hands-on experience with data visualization and/or data sciences.', 'Hands on experience with Azure/GCP projects.', 'Cloud certifications such as GCP Professional Data Engineer or Microsoft Data / AI certifications.', 'Technical degree required; Computer Science or Math background desired', 'This is a virtual role', 'The candidate needs to be based in US or Canada', 'This role would require 25 - 30% travel']",2020-12-30 21:49:28
DATA ENGINEER,OnPoint,3.6 out of 5 from 45 employee ratings,"New York, NY 10118","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Wrangle large and messy datasets to profiling the data, identify patterns, and enable advance analytics', 'Create and manage batch and streaming data pipelines', 'Collaborate with teams to identify opportunities to design and implement data informed solutions', 'Build data expertise and own data quality for allocated areas of ownership', 'Design, build and launch new data extraction, transformation and loading processes', 'Working with OnPoint’s delivery team to solve problems and establish data pipelines', '2+ years professional experience working with SQL and database programming', '2+ years of experience using a scripting language (Python, R etc.) for data preparation, cleaning, and analysis', ""Bachelor's degree in Computer Science, Computer Engineering, Management Information Systems or related field from an accredited institution OR High School Diploma and 4+ cumulative years of relevant work experience"", 'Proficiency in transforming and storing large, distributed datasets (e.g. Hadoop, Redshift, Apache Spark, AWS Athena)', 'Proficiency in designing efficient and robust ETL workflows and integration with data technologies with cloud platforms like AWS/GCP/Azure', 'Proficiency in data streaming technologies like Apache Kafka, Amazon Kinesis, and Apache Spark', 'Experience with Industrial historian like OSIsoft Pi, Aspen 21, or Honeywell PHD etc performing data extraction.', 'Previous experience in the large industrial sector']",2020-12-30 21:49:28
ETL Data Engineer,Integress Inc.,N/A,"Conshohocken, PA 19428","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'SQL: 5 years (Preferred)Enterprise Data Warehouse: 3 years (Preferred)', 'Building scalable Cloud data solutions using MPP Data Warehouses (Snowflake, Redshift, or Azure Data Warehouse/Synapse), data storage (S3 or Azure Blob Storage) and analytics platforms (i.e. Spark, Databricks, etc.)', 'Creation of data pipelines and transformations (ELT – Matillion, FiveTran, DBT, etc. and/or ETL – Informatica, Talend, etc.)', 'Creating data integrations with scripting languages such as Lambda, Python, etc.', 'Writing complex SQL queries, stored procedures, etc.', 'Bachelor’s degree, or equivalent experience, in Computer Science, Engineering, Mathematics or a related field. Commensurate work experience will be considered in lieu of degree', 'Experience building scalable Cloud data solutions using MPP Data Warehouses (Snowflake, Redshift, or Azure Data Warehouse/Synapse), data storage (S3 or Azure Blob Storage) and analytics platforms (i.e. Spark, Databricks, etc.)', '5+ years with complex SQL queries and scripting', '3+ years’ experience with AWS and/or Azure Cloud', '3+ years developing, and deploying scalable enterprise data solutions (Enterprise Data Warehouses, Data Marts, ETL/ELT workloads, etc.)', '3+ years of supporting business intelligence and analytic projects', 'Good understanding of code repositories such as GIT', 'Excellent written and oral communication skills', 'Experience with Kafka, RabbitMQ, SSIS', 'Experience working at a consulting company', '401(k)', '401(k) matching', 'Dental insurance', 'Disability insurance', 'Flexible spending account', 'Health insurance', 'Health savings account', 'Paid time off', 'Referral program', 'Retirement plan', 'Monday to Friday', 'Bonus pay', 'SQL: 5 years (Preferred)', 'Data Movement: 3 years (Preferred)', 'Enterprise Data Warehouse: 3 years (Preferred)', 'More than 1 year', 'One location', 'No: Not providing sponsorship for this job', 'Detail-oriented -- quality and precision-focused', 'Innovative -- innovative and risk-taking', 'Aggressive -- competitive and growth-oriented', 'Outcome-oriented -- results-focused with strong performance culture', 'People-oriented -- supportive and fairness-focused', 'Team-oriented -- cooperative and collaborative', 'www.integress.com', 'Temporarily due to COVID-19', 'Remote interview process', 'Personal protective equipment provided or required', 'Temperature screenings', 'Social distancing guidelines in place', 'Virtual meetings', 'Sanitizing, disinfecting, or cleaning procedures in place']",2020-12-30 21:49:28
