job_title,company,company_rating,location,job_text,date
Data Engineer,DecisionPoint | Cortek,N/A,"Washington, DC 20520","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Work closely with software engineers and architects to extract, transform, and standardize data to prepare for ingest into target sources', 'Design and develop data services and/or pipelines as part of an Agile/Scrum team', 'Support continuous process automation for data ingest', 'Work with program management and engineers to implement and document complex and evolving requirements', 'Perform multiple tasks simultaneously and successful perform under changing requirements and deadlines', 'Help cultivate an environment that promotes customer service excellence, innovation, collaboration, and teamwork', 'Must be able to obtain a Public Trust Clearance', 'BS degree in Computer Science or related IT field/equivalent experience', '5+ years of IT experience including experience in design, management, and solutioning of large, complex data sets and models.', 'Experience handling multiple tasks, changing priorities, and timely action;', 'Experience with developing data pipelines from many sources for structure and unstructured data sets in a variety of formats', 'Proficiency developing data extraction, transformation, and loading (ETL) processes, and performing test and validation steps', 'Proficiency with Python, R, and SQL languages, as well as various command line interfaces (Linux, AWS, Git Bash, etc.)', 'Technical proficiency with various database architectures, designs, and modeling', 'Familiarity with Hive, Hadoop, Kylin, and other big data analytic tools', 'Excellent communication, and presentation skills with the demonstrated ability to communicate across all levels of the organization and communicate technical terms to non-technical audiences with an impeccable attention to detail', 'Experience with DHS and knowledge of DHS standards a plus', 'Demonstrated experience translating business and technical requirements into comprehensive data strategies and analytic solutions', 'Mid-level expertise in developing and managing data technologies, technical operations, reusable data services, and related tools and technologies', 'Demonstrated ability to adequately plan and meet delivery objectives and maintain adequate service levels in a highly dynamic, complex environments', 'Immediately- vested 401k with employer matching', '100% Employer Paid Dental and Vision coverage', 'Comprehensive Medical', 'Competitive PTO', 'Tuition Assistance', 'Professional Development opportunities', 'The ability to influence major initiatives']",2021-01-08 10:33:32
Data Analytics Engineer,Infinitive Inc,N/A,"Arlington, VA 22209","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Write effective, scalable code and be able to improve responsiveness and overall performance of the code', 'Support Data Warehouse development operations, Data Analytics and Visualizations development as well as developing reports and dashboards', 'Apply natural language processing, data mining techniques, statistical analysis, and machine learning integrated with our analytical and visualization tools.', 'Support Analytics and Business Intelligence development while providing development support to a team of data analysts.', 'Integrate user-facing elements into applications', 'Improve functionality of existing systems', '3+ years of experience developing with object-oriented programming concepts (Python, R)', '3+ years of experience working with distributed scalable Big Data storage, including AWS EMR, Spark, etc.', '3+ years of experience with data query and analysis using relational databases and query languages', 'Implementation knowledge of, or desire to learn AWS / Azure data science capabilities.', 'Ability to test and debug programs/tools/applications', 'Fluent in Python libraries for Data Analysis (Pandas, Numpy, etc.)', 'Experience with Open Source technologies such as Apache Tomcat and Web Server, Elasticsearch, etc.', 'Ability to maintain source code and utilize configuration management systems such as CodeFoundry or GitLab', 'Technical degree in computer science or related field (preferred)', 'Experience working in an Agile environment', 'Background in management consulting (preferred)', 'Desire to become an AWS Certified architect / engineer.', 'Excellent leadership, peer management, and communication skills', 'Have a Kick-Ass Attitude', 'Desire to Be Great and strive for continual growth', 'Strong analytical, conceptual, organizational, and problem-solving skills.', 'Ability to effectively interface with all levels of personnel and management.']",2021-01-08 10:33:32
Data Engineer,Super Systems Inc,4.7 out of 5 from 6 employee ratings,"Arlington, VA","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Data Science: 2 years (Required)Secret (Required)', '2+ years of experience with machine learning, data science, or data engineering', 'Experience with the design, implementation and ETL process for databases', 'Experience with creating data pipelines', 'Experience with building machine learning models and predictive analytics', 'Experience with common programming languages, including SQL, Python, or R', 'Ability to articulate workflows and explain technical concepts to non-technical audiences', 'Ability to interact with multidisciplinary teams including data scientists and technical consultants in project- based areas', 'BA or BS degree', 'Experience with Big Data technologies, including HDFS, Impala, AWS, Glue, Azure, Cloudera, Hadoop, or Spark', 'Experience with data science frameworks including DataBricks, Data Robot, or Cloudera', 'Experience with distributed computing and optimizing pipelines', 'Experience with parsing a variety of data sources including Oracle, XML, JSON, or parquet', 'Experience with data visualization development and role of data integration', 'Secret', '401(k)', 'Dental insurance', 'Health insurance', 'Paid time off', 'Vision insurance', '8 hour shift', 'Arlington, VA (Required)', 'Data Science: 2 years (Required)', 'Data Engineering: 2 years (Required)', 'Secret (Required)', 'One location', 'Temporarily due to COVID-19']",2021-01-08 10:33:32
Sr. Data Engineer,Excella,4.4 out of 5 from 11 employee ratings,"Arlington, VA 22201","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', ""US work authorization (Required)Bachelor's (Preferred)Python: 2 years (Preferred)"", ""You'll work with great people who love what they do: our team includes published authors, certified trainers, and internationally renowned speakers."", 'We have a ""bring your own device"" workplace and will share the cost of a new computer of your choice -- Mac or PC. It\'s up to you.', ""We'll invest in your career by providing 3 days of paid professional development every year, including travel and registration fees to attend classes and conferences, in addition to tuition assistance for degrees and certifications."", 'Starting day one, every employee is bonus eligible and receives 15 days of paid vacation, 6 federal holidays, and 4 floating holidays.', 'You can bike, drive, or metro to work -- our commute reimbursement plan has you covered.', ""You'll have fun! We hold monthly social events all year long, including a summer event for you and your family."", 'Developing and managing data processes to ensure that data is available and usable', 'Creation and automation of data pipelines and platforms', 'Managing and monitoring data quality via automated testing frameworks (Data Driven Testing, TDD, etc.)', 'Working closely with Architects, Data Scientists, and DevOps to design, build, test, deliver, and maintain sustainable and highly scalable data solutions', 'Researching data acquisition and evaluating suitability', 'Integration of data management solutions into client environment', 'Actively managing risks to data and ensuring there is a data recovery plan', 'Building data repositories such as: data warehouses, data lakes, and operational data stores, etc.', '3+ years relevant professional work experience.', 'Experience and expertise in the following:', 'Creating robust and extensible data pipelines for production systems', 'Use of cloud platforms, preferably AWS', 'Creating secure, performant, and well-modeled data stores', 'Common analytical platform architectural patterns (Star Schema, data integration patterns, ABAC, data quality frameworks etc.)', 'Data lake design patterns and technology options (schema on read, metadata capture, search framework)', 'Use of scripting languages, preferably Python', 'Familiarity with NoSQL databases', 'Source code version control management using git', 'Project experience using the Scrum or Kanban framework.', 'Professionalism; to include written and oral communication – the ability to communicate collaboratively in front of a whiteboard. An ability to understand your audience and adjust your communication style to fit', 'Aptitude and desire for learning new technologies.', 'Technically savvy, entrepreneurial spirit who thrives in environments that reward self-initiative and resourcefulness.', '401(k)', '401(k) matching', 'Dental insurance', 'Disability insurance', 'Employee assistance program', 'Flexible schedule', 'Flexible spending account', 'Health insurance', 'Health savings account', 'Life insurance', 'Paid time off', 'Parental leave', 'Professional development assistance', 'Tuition reimbursement', 'Vision insurance', 'Monday to Friday', 'Bonus pay', ""Bachelor's (Preferred)"", 'Data Engineering: 3 years (Required)', 'Python: 2 years (Preferred)', 'People-oriented -- enjoys interacting with people and working on group projects', 'Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction', 'Innovative -- prefers working in unconventional ways or on tasks that require creativity', 'Innovative -- innovative and risk-taking', 'Outcome-oriented -- results-focused with strong performance culture', 'Team-oriented -- cooperative and collaborative', 'www.excella.com', 'Yes', 'Remote interview process', 'Virtual meetings']",2021-01-08 10:33:32
Data Engineer,Excella,4.4 out of 5 from 11 employee ratings,"Arlington, VA 22201","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Developing and managing data processes to ensure that data is available and usable', 'Creation and automation of data pipelines and platforms', 'Managing and monitoring data quality via automated testing frameworks (Data Driven Testing, TDD, etc.)', 'Working closely with Architects, Data Scientists, and DevOps to design, build, test, deliver, and maintain sustainable and highly scalable data solutions', 'Researching data acquisition and evaluating suitability', 'Integration of data management solutions into client environment', 'Actively managing risks to data and ensuring there is a data recovery plan', 'Building data repositories such as: data warehouses, data lakes, and operational data stores, etc.', '3+ years relevant professional work experience.', 'Experience and expertise in the following:', 'Project experience using the Scrum or Kanban framework.', 'Professionalism; to include written and oral communication – the ability to communicate collaboratively in front of a whiteboard. An ability to understand your audience and adjust your communication style to fit', 'Aptitude and desire for learning new technologies.', 'Technically savvy, entrepreneurial spirit who thrives in environments that reward self-initiative and resourcefulness.', ""You'll work with great people who love what they do: our team includes published authors, certified trainers, and internationally renowned speakers."", 'We have a ""bring your own device"" workplace and will share the cost of a new computer of your choice - Mac or PC. It\'s up to you.', ""We'll invest in your career by providing 3 days of paid professional development every year, including travel and registration fees to attend classes and conferences, in addition to tuition assistance for degrees and certifications."", 'Starting day one, every employee is bonus eligible and receives 15 days of paid vacation, 6 federal holidays, and 4 floating holidays.', 'You can bike, drive, or metro to work - our commute reimbursement plan has you covered.', ""You'll have fun! We hold monthly social events all year long, including a summer event for you and your family.""]",2021-01-08 10:33:32
Data Engineer I,LexisNexis Legal & Professional,4.1 out of 5 from 39 employee ratings,"Raleigh, NC","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center']",2021-01-08 10:33:32
Data Engineer - Finance Technology,Amazon.com Services LLC,"3.6 out of 5 from 68,183 employee ratings","Arlington, VA","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Job', 'Company', '3+ years of experience as a Data Engineer or in a similar role', 'Experience with data modeling, data warehousing, and building ETL pipelines', 'Experience in SQL', 'Bachelor’s degree in Computer Science or related field', '5+ years relevant experience', '5+ years experience with SQL, SQL Tuning, Oracle, OLAP, Big Data Technologies', '5+ years experience developing end-to-end Business Intelligence solutions: data modeling, ETL and reporting', 'Experience with Java and experience with scripting languages like Perl, Python, Unix shell scripts,VBA and MS Excel', 'Proficiency with Linux and systems administration', 'Proven ability at looking at solutions in unconventional ways. Sees opportunities to innovate and can lead the way.', 'Top notch communication (verbal and written) and interpersonal skills to convey key insights from complex analysis in summarized business terms and an ability to effectively communicate with technical teams.', 'Ability to work with shifting deadlines in a fast paced environment.', 'Able to work in a diverse team', ""Bacheakor's degree in Information Systems or a related field."", 'Knowledge of Big Data Solutions. Experience with Hadoop, Hive or Pig.', 'Experience with Redshift and other AWS services.', 'Excellent communication (verbal and written) and interpersonal skills and an ability to effectively communicate with both business and technical teams.', 'Knowledge of a programming or scripting language (R, Python, Ruby, or JavaScript).', 'Experience with Java and Map Reduce frameworks such as Hive/Hadoop.', 'Strong organizational and multitasking skills with ability to balance competing priorities.', 'An ability to work in a fast-paced environment where continuous innovation is occurring and ambiguity is the norm.', 'Experience with Amazon Web Services']",2021-01-08 10:33:32
Data Engineer,Amazon.com Services LLC,"3.6 out of 5 from 68,183 employee ratings","Arlington, VA","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Job', 'Company', 'BA/BS in Computer Science, Information Systems, Engineering, or related technical field.', '4+ years of relevant work experience in a role requiring application of analytic skills to develop data pipelines to support downstream reporting.', 'Experience building/operating distributed systems of data extraction, ingestion, and processing of large data sets from multiple sources.', 'Knowledge of data warehousing fundamentals, ETL development, and data storage principles.', 'Advanced SQL and query performance tuning skills.', 'Coding proficiency using Python, R, Scala, or other scripting languages.', 'Own development, design, and maintenance of big data architectures to support querying of diverse datasets to be queried for legal and regulatory bulk data requests.', 'Translate ambiguous business problem statements into data warehousing requirements. Work with internal customers to define best output based on expressed stakeholder needs.', 'Produce scalable mechanisms to validate, monitor, and troubleshoot operational or data issues in data pipelines.', 'Learn and navigate compliance related requirements for storing and using bulk data.', 'MBA or Master’s degree in Computer Science, Information Systems, Engineering, or related technical field.', 'Experience leading large-scale data warehousing and analytics projects, including using AWS technologies – Redshift, S3, EC2, Data-pipeline and other big data technologies.', 'Strong verbal/written communication and data presentation skills, including an ability to effectively communicate with both business and technical teams.', '5+ years of industry experience in software development, data engineering, business intelligence, data science, or related field with a track record of manipulating, processing, and extracting value from large datasets.', 'Linux/UNIX experience, including to process large data sets.']",2021-01-08 10:33:32
New Graduate Roles,Lynk,5 out of 5 from 4 employee ratings,"Falls Church, VA","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', ""Completed at least a bachelor's degree (or better) in a STEM- related"", 'Strong interpersonal skills and ability to work effectively in a team environment, accomplishing tasks with limited resources at a rapid', 'Proficiency skill level using Windows and Linux OS, and proficiency with some other technical software package or programming', 'Hands-on experience with lab research, engineering project teams, or prior relevant internship or work']",2021-01-08 10:33:32
Data Engineer,ZeniMax Media Inc.,4 out of 5 from 15 employee ratings,"Rockville, MD 20850","['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Change country', 'Help Center', 'Work within the Enterprise BI team, supporting the creation of data pipeline processes for ingesting data at large scales', 'Work directly with Data Modelers, Enterprise Architect, and Analysts, ensuring that business requirements are being met', 'Directly work with the Data Engineers and Data Modelers to understand the source and target structures', 'Coordinate with the analysts and report developers to ensure data can be easily digested by Business Intelligence tools', 'Be able to straddle differing subject areas such as in game vs business data source', '2+ Years of Experience with a major programming language (C/C++, Java, Python, etc.)', 'Comfortable working with structured, semi-structured, and unstructured source data', 'A strong communicator, is comfortable interfacing directly with differing customers across the organization in addition to the BI team', 'Working experience with the SCRUM development framework', 'Apache Spark experience a major plus (Spark RDDs, Spark DataFrames, Spark SQL)', 'Databricks experience', 'Scala, Python, or Java Experience', 'Understanding of Amazon Web Services or Microsoft Azure Services, especially data related components', 'SQL skills – able to query data sources and generate results from complex structures', 'A clear understanding of both row and columnar storage databases', 'Experience working within the Video Games industry is desired, though candidates from outside of the industry are also welcomed', 'Understanding of Free to Play/Micro transaction Business Model is a plus', 'A personal interest in video gaming is a plus']",2021-01-08 10:33:32
