job_title,company,location,date_posted,applicants,job_text,seniority_level,employment_type,job_function,industries,date_scraped
Data Scientist,PayPal,"Timonium, MD",15 hours ago,Be among the first 25 applicants,"['', 'Analyze portfolio trends and communicate concise and actionable business strategies from vast amounts of internal and external data', 'Proficiency in SAS and Unix. SQL a plus', 'Bachelor’s degree in Mathematics, Statistics, Operations Research, Finance, Economics or related quantitative discipline 2-4 years proven credit risk analytics experience or equivalentMust be an intuitive, organized analytical thinker, with the ability to perform detailed analysisStrong written, oral, and interpersonal skills a must including the ability to explain and/or present analysisMust have good business judgment with demonstrated ability to think creatively and strategicallyAptitude and willingness to roll up the sleeves and get involved in the detailsProficiency in SAS and Unix. SQL a plusExcel, Word, and PowerPoint proficiency', 'Innovative use of data and processes to improve risk management strategies and the customer experience', 'This Data Scientist will work with Synchrony Financial to conceive, design, and monitor credit risk management strategies to improve business profitability for consumer lending', 'Analyze customer level information to determine the effectiveness of credit policies and recommend necessary changes to improve profitability', '2-4 years proven credit risk analytics experience or equivalent', 'Must have good business judgment with demonstrated ability to think creatively and strategically', 'Job Description:', 'Excel, Word, and PowerPoint proficiency', 'Determine the impact of strategy changes on delinquency and credit losses', 'Bachelor’s degree in Mathematics, Statistics, Operations Research, Finance, Economics or related quantitative discipline ', 'Qualifications: ', 'Strong written, oral, and interpersonal skills a must including the ability to explain and/or present analysis', 'Present new strategy recommendations for senior management approval', 'Job Description Responsibilities:', 'Job Description Summary:', 'This Data Scientist will work with Synchrony Financial to conceive, design, and monitor credit risk management strategies to improve business profitability for consumer lendingAnalyze customer level information to determine the effectiveness of credit policies and recommend necessary changes to improve profitabilityInnovative use of data and processes to improve risk management strategies and the customer experienceDetermine the impact of strategy changes on delinquency and credit lossesAnalyze portfolio trends and communicate concise and actionable business strategies from vast amounts of internal and external dataPresent new strategy recommendations for senior management approval', 'Aptitude and willingness to roll up the sleeves and get involved in the details', 'Must be an intuitive, organized analytical thinker, with the ability to perform detailed analysis']",Not Applicable,Full-time,Engineering,Computer Software,2021-01-26 11:48:20
Data Scientist,Apple,"Austin, TX",9 hours ago,Be among the first 25 applicants,"['', 'Key Qualifications', 'Description', 'Summary', 'Education & Experience']",Not Applicable,Full-time,Engineering,Consumer Electronics,2021-01-26 11:48:20
Junior Data Scientist,Analytos,"Austin, TX",16 hours ago,Be among the first 25 applicants,[],Entry level,Full-time,Engineering,Computer Software,2021-01-26 11:48:20
Data Scientist,General Motors,"Austin, TX",12 hours ago,Be among the first 25 applicants,"['', 'Present complex information using data visualization techniques', 'Benefits Overview', 'About GM', ' Paid time off including vacation days, holidays, and parental leave for mothers, fathers and adoptive parents;', 'You build predictive models and machine-learning algorithms', ' Healthcare (including a triple tax advantaged health savings account and wellness incentive), dental, vision and life insurance plans to cover you and your family;', ' Company and matching contributions to 401K savings plan to help you save for retirement;', 'Combine models through ensemble modeling', 'Requirements', 'Proficient in one or more analytical methodologies such as numerical optimization, econometric modeling and forecasting, machine learning and text analytics', ' Global recognition program for peers and leaders to recognize and be recognized for results and behaviors that reflect our company values;', 'You build predictive models and machine-learning algorithmsYou analyze large amounts of information to discover trends and patternsUndertake preprocessing of structured and unstructured dataMonitor and sustain model effectivenessCombine models through ensemble modelingPresent complex information using data visualization techniquesPropose solutions and strategies to business challenges that drive business impact', 'You analyze large amounts of information to discover trends and patterns', 'Propose solutions and strategies to business challenges that drive business impact', ' Discount on GM vehicles for you, your family and friends.', '7 or more years proficiency in one or more core analytical tools / suites / languages such as SAS, Python, R, Spark Scala and understand their limitations', ' Tuition assistance and student loan refinancing;', 'Responsibilities', '7 or more years proficiency in one or more core analytical tools / suites / languages such as SAS, Python, R, Spark Scala and understand their limitationsProficient in one or more analytical methodologies such as numerical optimization, econometric modeling and forecasting, machine learning and text analytics', 'Undertake preprocessing of structured and unstructured data', 'Monitor and sustain model effectiveness', 'Job Description']",Not Applicable,Full-time,Engineering,Automotive,2021-01-26 11:48:20
Associate Data Scientist,The Home Depot,"Atlanta, GA",40 minutes ago,Be among the first 25 applicants,"['', 'Travel', '30% - Model Development and Deployment: Design and develop algorithms and models to use against large datasets to create business insights', 'Must be legally permitted to work in the United States.', 'ENVIRONMENTAL JOB REQUIREMENTS', 'Action-Oriented - Taking on new opportunities and tough challenges with a sense of urgency, high energy, and enthusiasmCollaborates - Building partnerships and working collaboratively with others to meet shared objectivesCommunicates Effectively - Developing and delivering multi-mode communications that convey a clear understanding of the unique needs of different audiencesCustomer Focus - Building strong customer relationships and delivering customer-centric solutionsDrives Results - Consistently achieving results, even under tough circumstancesManages Conflict - Handling conflict situations effectively with minimal noiseNimble Learning - Actively learning through experimentation when tackling new problems, using both successes and failures as learning fodder', 'Drives Results - Consistently achieving results, even under tough circumstances', 'Streamlining processes through enhancements or modifications to systems & procedures and troubleshooting efficiently', 'Communicates Effectively - Developing and delivering multi-mode communications that convey a clear understanding of the unique needs of different audiences', 'Manages Conflict - Handling conflict situations effectively with minimal noise', 'Physical Requirements', 'Implementing the data science development lifecycle from data exploration, cleansing, and transformation, model development, validation, testing, to visualization', 'Environment', '50% - Model Preparation: Establish scalable, efficient processes for large scale data analyses, model development, and model implementation', 'Knowledge, Skills, Abilities, and Competencies', 'Customer Focus - Building strong customer relationships and delivering customer-centric solutions', 'Nimble Learning - Actively learning through experimentation when tackling new problems, using both successes and failures as learning fodder', 'Utilizing advanced problem-solving skills to navigate unstructured projects that may require innovative approaches while taking into consideration resources, timing, and other constraints', 'NATURE AND SCOPE', ""Master's degree in Analytics, Statistics, Engineering, Math, Finance, Accounting, or Information Systems or related fieldExperience with SQL, Python, Tableau, R, Cloud Computing Platforms, GitHub, Microsoft Office, and similar toolsAbility to be flexible and responsive, able to perform in a fast-paced, dynamic work environment and meet aggressive deadlinesDemonstrating excellent written and verbal communication skills by catering communication styles to technical and non-technical audiences, asking the right questions, and translating complex analyses into understandable insightsImplementing the data science development lifecycle from data exploration, cleansing, and transformation, model development, validation, testing, to visualizationAbility to work with large volumes of data with a wide variety of database applications and cloud environment toolsAbility to develop and apply advanced mathematical/statistical techniquesUtilizing advanced problem-solving skills to navigate unstructured projects that may require innovative approaches while taking into consideration resources, timing, and other constraintsStreamlining processes through enhancements or modifications to systems & procedures and troubleshooting efficientlyStrong interpersonal skills for dealing with sensitive or controversial situationsTangible passion for learning and developing the ability to quickly adapt to new technologies, tools, and techniquesWillingness to collaborate across teams to share best practices and align on approaches"", 'Must be eighteen years of age or older.', 'Education Required:', 'Ability to be flexible and responsive, able to perform in a fast-paced, dynamic work environment and meet aggressive deadlines', 'Preferred Qualifications', 'Strong interpersonal skills for dealing with sensitive or controversial situations', 'Tangible passion for learning and developing the ability to quickly adapt to new technologies, tools, and techniques', 'Ability to work with large volumes of data with a wide variety of database applications and cloud environment tools', 'Ability to develop and apply advanced mathematical/statistical techniques', 'Years of Relevant Work Experience: ', 'Collaborates - Building partnerships and working collaboratively with others to meet shared objectives', ""Master's degree in Analytics, Statistics, Engineering, Math, Finance, Accounting, or Information Systems or related field"", 'Action-Oriented - Taking on new opportunities and tough challenges with a sense of urgency, high energy, and enthusiasm', 'Demonstrating excellent written and verbal communication skills by catering communication styles to technical and non-technical audiences, asking the right questions, and translating complex analyses into understandable insights', 'Minimum Qualifications', '50% - Model Preparation: Establish scalable, efficient processes for large scale data analyses, model development, and model implementation30% - Model Development and Deployment: Design and develop algorithms and models to use against large datasets to create business insights20% - Communication and Visualization: Present analysis and resulting recommendations to senior management; Leverage data to present a compelling business case to optimize investments and operations', 'Must be eighteen years of age or older.Must be legally permitted to work in the United States.', 'Willingness to collaborate across teams to share best practices and align on approaches', 'Major Tasks, Responsibilities, And Key Accountabilities', '20% - Communication and Visualization: Present analysis and resulting recommendations to senior management; Leverage data to present a compelling business case to optimize investments and operations', 'POSITION PURPOSE', 'Experience with SQL, Python, Tableau, R, Cloud Computing Platforms, GitHub, Microsoft Office, and similar tools']",Entry level,Full-time,Engineering,Construction,2021-01-26 11:48:20
Data Scientist,Activision,"Santa Monica, CA",4 hours ago,Be among the first 25 applicants,"['', 'Fosters relationship with our stakeholders and partner teams to increase our sphere of influence', 'Develop and monitor operational metrics to track the health of a live multimillion-dollar service business', 'Experience with predictive and prescriptive modeling a plus', 'Measure the impact of features, promotions, store offerings, and events through experimentation and causal inference to fuel recommendations', 'Skilled at deriving narrative from data and communicate the results effectively', 'Experience with distributed analytic processing technologies (Spark, Presto, Hive)', 'Location:', 'Democratize and socialize learnings by contributing to a centralized repository that informs future game design, and is carried across titles and franchises', 'Your Platform ', 'Competently defines execution plans, and suggest projects for prioritization ', 'Diablo', 'Contributes to company learnings and proactively documents results ', 'Year One Responsibilities Include', '®, Crash Bandicoot™,', 'Our World ', 'Effectively manages own time and stakeholder expectations ', 'Job Title', 'Partner with studio and engineering teams to ensure smooth and timely instrumentation of gameplay and mtx measures', 'Bubble Witch', 'Develop novel analytics to qualitatively deduce and draw conclusions from player behavioral data that directly influences game design, play balance, retention of our live titles', 'Participates in feedback conversations with supervisor and peers, and can adapt approach when needed ', 'Tony Hawk', 'Candy Crush', '®, Guitar Hero', 'Department', 'Proactively perform data exploration to understand player behavior and identify opportunities for improving in-game featuresPartner with cross functional teams to prioritize areas of opportunity to drive engagement and monetization, and enable easier experimentationDevelop novel analytics to qualitatively deduce and draw conclusions from player behavioral data that directly influences game design, play balance, retention of our live titlesPartner with studio and engineering teams to ensure smooth and timely instrumentation of gameplay and mtx measuresDevelop and monitor operational metrics to track the health of a live multimillion-dollar service businessMeasure the impact of features, promotions, store offerings, and events through experimentation and causal inference to fuel recommendationsDemocratize and socialize learnings by contributing to a centralized repository that informs future game design, and is carried across titles and franchises', 'As a High Performer You Will', 'Skylanders', 'Good product sense, with a solid understanding of user engagement and monetization strategies in gaming, entertainment/ecommerce service providers, or mobile apps a plus ', 'World of Warcraft®', 'Your Mission', 'Reporting To: ', 'Strong technical skills with SQL, R/ Python for data analysis; demonstrated programming skills either in data science or software development settings a plus ', 'Drives measurable engagement and revenue impact through analysis and statistical models', 'Requisition ID', 'The videogame industry and therefore our business is fast-paced and will continue to evolve. As such, the duties and responsibilities of this role may be changed as directed by the Company at any time to promote and support our business and relationships with industry partners.', 'Partner with cross functional teams to prioritize areas of opportunity to drive engagement and monetization, and enable easier experimentation', 'Call of Duty', 'Effectively manages own time and stakeholder expectations Fosters relationship with our stakeholders and partner teams to increase our sphere of influenceContributes to company learnings and proactively documents results Participates in feedback conversations with supervisor and peers, and can adapt approach when needed Drives measurable engagement and revenue impact through analysis and statistical models', 'Understanding of AB testing, experimentation, and causal inference methodologies ', 'Overwatch', ' Call of Duty', ' R004570', 'BA/BS degree required with technical focus (Statistics, Econometrics, Computer Science, Physics, Engineeringor a related quantitative field); MS/PhD a plus', 'Pitfall', 'Proactively perform data exploration to understand player behavior and identify opportunities for improving in-game features', 'Player Profile', '1+ years total experience in analyticsStrong technical skills with SQL, R/ Python for data analysis; demonstrated programming skills either in data science or software development settings a plus Experience with distributed analytic processing technologies (Spark, Presto, Hive)Understanding of AB testing, experimentation, and causal inference methodologies Experience with predictive and prescriptive modeling a plusSkilled at deriving narrative from data and communicate the results effectivelyGood product sense, with a solid understanding of user engagement and monetization strategies in gaming, entertainment/ecommerce service providers, or mobile apps a plus ', 'Job Description', '1+ years total experience in analytics', '®']",Mid-Senior level,Full-time,Engineering,Marketing and Advertising,2021-01-26 11:48:20
Data Scientist - Biostatistics,Chan Zuckerberg Biohub,"San Francisco, CA",15 hours ago,Be among the first 25 applicants,"['', ' Develop analysis plans in collaboration with project leaders for tasks such as hypothesis testing, statistical inference, power calculation, multiple testing correction. Provide guidance to bioinformatics and machine learning teams on statistical matters.  As needed, develop novel methods and contribute to open-source software development. Keep up-to-date with novel developments in statistical methods.  Generate tables and figures as needed for reports, publications, and presentations. Present to and write for both technical and general audiences on analysis results, and help develop proposals for future projects. ', 'Demonstrated interest in infectious disease research.', 'Benefits', 'Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. CZ Biohub does not accept unsolicited headhunter and agency resumes. CZ Biohub will not pay fees to any third-party agency or company that does not have a signed agreement with CZ Biohub.', 'Develop analysis plans in collaboration with project leaders for tasks such as hypothesis testing, statistical inference, power calculation, multiple testing correction.', 'As needed, develop novel methods and contribute to open-source software development.', 'Present to and write for both technical and general audiences on analysis results, and help develop proposals for future projects.', 'Access to collaborators, resources and facilities at the three partner campuses (UCSF, Berkeley and Stanford) and at partner institutions in the Bay Area and beyond.', 'Existing collaborations within CZ Biohub Advanced Optical Microscopy, Cell Atlas, Bioengineering, Data Science, Genome Editing, and Infectious Diseases.', 'Strong verbal and written communication skills for general and technical audiences.', 'Research in machine learning, causal inference, or Bayesian inference.', '2+ years experience working with experimental or clinical data (research experience included).', 'Opportunity', 'CZ Biohub is an equal opportunity employer committed to diversity of thought, ideas and perspectives. We are committed to cultivating an inclusive organization where all Biohubbers feel inspired and know their work makes an important contribution. Therefore, we provide employment opportunities without regard to age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, or any other protected status in accordance with applicable law.', 'Ability to manage multiple ongoing projects.', 'Resources to disrupt and innovate at the frontiers of our knowledge of biology and disease.', ' PhD in a statistics related field (e.g. Statistics, Biostatistics, Mathematics, Machine Learning) or Masters with relevant experience. 2+ years experience working with experimental or clinical data (research experience included). Proficient at R, programmatic data visualization, Unix shell scripting, code version control systems. Ability to manage multiple ongoing projects. Demonstrated interest in infectious disease research. Strong verbal and written communication skills for general and technical audiences. ', 'Generate tables and figures as needed for reports, publications, and presentations.', 'Keep up-to-date with novel developments in statistical methods. ', 'Requirements', 'PhD in a statistics related field (e.g. Statistics, Biostatistics, Mathematics, Machine Learning) or Masters with relevant experience.', 'A collegial and collaborative environment consisting of diverse expertise.', ' Resources to disrupt and innovate at the frontiers of our knowledge of biology and disease. A collegial and collaborative environment consisting of diverse expertise. Existing collaborations within CZ Biohub Advanced Optical Microscopy, Cell Atlas, Bioengineering, Data Science, Genome Editing, and Infectious Diseases. Access to collaborators, resources and facilities at the three partner campuses (UCSF, Berkeley and Stanford) and at partner institutions in the Bay Area and beyond. Competitive compensation and benefits commensurate with the experience. ', 'Experience analyzing high-dimensional, large biological datasets.', 'Competitive compensation and benefits commensurate with the experience.', 'Responsibilities', ' Research in machine learning, causal inference, or Bayesian inference. Experience analyzing high-dimensional, large biological datasets. ', 'Provide guidance to bioinformatics and machine learning teams on statistical matters. ', 'What We Provide', 'Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.', 'Proficient at R, programmatic data visualization, Unix shell scripting, code version control systems.', 'Preferred/Desired Qualifications']",Mid-Senior level,Full-time,Science,Computer Software,2021-01-26 11:48:20
Data Scientist,Amplify,"Brooklyn, NY",16 hours ago,69 applicants,"['', ' Use appropriate statistical methods to trace knowledge acquisition, recommend differentiation of learning opportunities, and evaluate content efficacy ', ' Preferred Qualifications of the Data Scientist  : ', ' Write clear, concise, and accurate documentation ', ' Preferred Qualifications of the Data Scientist ', 'This position may be funded, in whole or in part, through American Recovery & Reinvestment Act funds.', 'Amplify Education, Inc. is an E-Verify participant.', ' Support the content and product teams by capturing and analyzing data that demonstrates the impact of the product ', 'We celebrate diversity and are committed to creating an inclusive environment for all employees. To that end, we seek to recruit, develop and retain the most talented people from a diverse candidate pool. ', ' Build event collection schemas for new apps and features ', ' Experience using web technologies, especially APIs and J ', ' Provide data analyses to product prototypes, internal reports, case studies, white papers, and educational research ', ' Experience using data visualization tools ', ' Proven application of software development methodology and protocols, including version control and Agile methodologies ', ' Expertise in working with tools for quantitative, reproducible research with a preference for experience with R ', ' Basic Qualifications of the Data Scientist: ', ' Proficiency with statistical modeling, e.g. GLM, latent variable models, Bayesian analysis  Proven application of software development methodology and protocols, including version control and Agile methodologies  Experience using business intelligence tools, e.g., Looker, Mode, Tableau, etc  Experience using cloud environments, especially Snowflake and S3  Experience using web technologies, especially APIs and J ', 'Amplify is an Equal Opportunity Employer of Minorities, Females, Protected Veterans and Individuals with Disabilities. ', 'Responsibilities Of The Data Scientist', ' 2+ years of experience in a data science, analytics, or research role; or a graduate degree in a science or other quantitative field ', "" Use appropriate statistical methods to trace knowledge acquisition, recommend differentiation of learning opportunities, and evaluate content efficacy  Analyze usage and engagement data from Amplify's digital learning platforms, apps, and features.  Transform raw source data into analytics-ready data models using reproducible tools  Write clear, concise, and accurate documentation  Build event collection schemas for new apps and features  Define and implement metrics that measure product performance and guide strategic decisions in close partnership with content and business teams  Provide data analyses to product prototypes, internal reports, case studies, white papers, and educational research  Support the content and product teams by capturing and analyzing data that demonstrates the impact of the product "", ' Proficiency with statistical modeling, e.g. GLM, latent variable models, Bayesian analysis ', ' Experience using cloud environments, especially Snowflake and S3 ', ' Transform raw source data into analytics-ready data models using reproducible tools ', ' Experience using business intelligence tools, e.g., Looker, Mode, Tableau, etc ', ' Knowledge about statistical methods and when to apply them ', ' Expertise in SQL ', "" Analyze usage and engagement data from Amplify's digital learning platforms, apps, and features. "", 'Basic Qualifications of the Data Scientist', ' Advanced written and verbal English proficiency with experience presenting to key partners ', ' Ability to learn and adopt new tools and methods ', ' Define and implement metrics that measure product performance and guide strategic decisions in close partnership with content and business teams ', ' Strong research background and experience driving self-directed projects ', ' : ', ' 2+ years of experience in a data science, analytics, or research role; or a graduate degree in a science or other quantitative field  Knowledge about statistical methods and when to apply them  Expertise in working with tools for quantitative, reproducible research with a preference for experience with R  Expertise in SQL  Experience using data visualization tools  Ability to learn and adopt new tools and methods  Advanced written and verbal English proficiency with experience presenting to key partners  Strong research background and experience driving self-directed projects ']",Entry level,Full-time,Engineering,Information Technology and Services,2021-01-26 11:48:20
Data Scientist,Strues Inc,"Reston, VA",14 hours ago,Be among the first 25 applicants,[''],Entry level,Full-time,Engineering,Information Technology and Services,2021-01-26 11:48:20
"Data Scientist, Analyst - Marketing",SoFi,"San Francisco, CA",17 hours ago,46 applicants,"['', 'Proficient with SQL, R, Python, Tableau , Excel and Powerpoint', 'Tuition reimbursement on approved programs', 'Drive media channel and product marketing test initiatives and priorities', '401(k) and education on retirement planning', 'Competitive salary packages and bonuses', '3+ years of recent experience in advanced marketing/media analytics or data science/analyst role 3+ years of experience in designing and building predictive models using statistical and machine learning techniques (e.g logistic regression, linear regression, random forest, neural networks, gradient boosting)Ability to research, identify, evaluate, and implement modeling solutions for complex business problemsStrong analytical, problem solving and critical thinking skillsIntellectual curiosity and aptitude to pick up new technical skillsAbility to initiate and drive projects to completion with minimal guidanceHigh EQ with ability to influence outcomes and communicate technical content to marketingBachelor’s degree. Degree in Computer Science, Math, Physics, Engineering or quantitative fieldProficient with SQL, R, Python, Tableau , Excel and Powerpoint', 'Ability to initiate and drive projects to completion with minimal guidance', 'High EQ with ability to influence outcomes and communicate technical content to marketing', 'Monthly contribution up to $200 to help you pay off your student loans', 'Comprehensive medical, dental, vision and life insurance benefits', '3+ years of recent experience in advanced marketing/media analytics or data science/analyst role ', 'Strong analytical, problem solving and critical thinking skills', 'Build dashboards to have consolidated view for decision making and diagnostic of campaign and channel performance', 'Work with media channel and product marketing leaders to measure and analyze marketing performance. Accurately attribute and forecast performance by channel and campaign. Explain how marketing activities are impacting top of the purchase funnel KPIs and make recommendations on ways to improveDrive media channel and product marketing test initiatives and prioritiesDesign A/B experimental design to iterate, learn and optimize campaign performance and optimize each media channelBuild dashboards to have consolidated view for decision making and diagnostic of campaign and channel performanceBuild marketing mix models and marketing attribution models to inform optimal allocation by channel and by tactics within channel', 'Description', 'Design A/B experimental design to iterate, learn and optimize campaign performance and optimize each media channel', 'Build marketing mix models and marketing attribution models to inform optimal allocation by channel and by tactics within channel', 'Great health & well-being benefits including: telehealth parental support, subsidized gym program', 'Fully stocked kitchen (snacks and drinks)', 'The Role', 'Intellectual curiosity and aptitude to pick up new technical skills', ""What You'll Do"", 'Why you’ll love working here', 'Ability to research, identify, evaluate, and implement modeling solutions for complex business problems', 'Bachelor’s degree. Degree in Computer Science, Math, Physics, Engineering or quantitative field', 'Position at SoFi', 'Competitive salary packages and bonusesComprehensive medical, dental, vision and life insurance benefitsGenerous vacation and holidaysPaid parental leave for eligible employees401(k) and education on retirement planningTuition reimbursement on approved programsMonthly contribution up to $200 to help you pay off your student loansGreat health & well-being benefits including: telehealth parental support, subsidized gym programEmployer paid lunch program (except for remote employees)Fully stocked kitchen (snacks and drinks)', 'Generous vacation and holidays', 'Paid parental leave for eligible employees', 'Employer paid lunch program (except for remote employees)', '3+ years of experience in designing and building predictive models using statistical and machine learning techniques (e.g logistic regression, linear regression, random forest, neural networks, gradient boosting)', 'Work with media channel and product marketing leaders to measure and analyze marketing performance. Accurately attribute and forecast performance by channel and campaign. Explain how marketing activities are impacting top of the purchase funnel KPIs and make recommendations on ways to improve', 'Who We Are', ""What You'll Need""]",Not Applicable,Full-time,Engineering,Financial Services,2021-01-26 11:48:20
