job_title,company,company_rating,location,job_text,date
Data Engineer,"Daman, Inc.",N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country', 'Help Center', ""Snowflake, ETL, Python: 1 year (Required)Bachelor's (Preferred)"", 'Deploy and customize Daman Standard Architecture components', 'Mentor client personnel. Train clients on the Daman Integration Methodology and related supplemental solutions', 'Provide feedback and enhance Daman intellectual property related to data management technology deployments', 'Assist in development of task plans including schedule and effort estimation', 'Experience with streaming related technologies ex Spark streaming or other message brokers like Kafka is a plus', 'Experience in the financial services, banking and/ or Insurance industries is a nice to have', 'Monday to Friday', ""Bachelor's (Preferred)"", 'Snowflake, ETL, Python: 1 year (Required)', 'More than 1 year', 'No', 'Fully Remote', 'Temporarily due to COVID-19', 'Remote interview process', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-19 12:15:59
Data Engineer,Orangetheory Fitness,3.4 out of 5 from 884 employee ratings,884 reviews,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country', 'Help Center', 'Job', 'Company', 'Implement and maintain highly available and stable data ingestion pipelines using industry standard ETL/ELT best practices', 'Collaborate closely with ML scientists and BI engineers/analysts to facilitate fast and efficient algorithm development', 'Create an environment that allows for the exploration and exploitation of our rich datasets', 'Interpret requirements from the business analysis and data science teams to deliver optimal solutions', 'Continuous integration, automation, change control, as well as scalable and performant designs', 'Guide the constant improvement of the analytics data ingestion and routing mechanism and ensure that the systems stay current and up to date', 'Quickly identify weaknesses, data integrity lapses and bugs in our data ingestion pipelines and remedy them', 'Provide mentorship and thought partnership to data engineers, scientists and analyst across the analytics organization', 'Make data more available', 'Bachelor’s degree in a quant/tech field like Computer Science, Computer Engineering or Statistics or equivalent experience', '1+ years of experience building large scale data pipelines, designing cloud architectures, working with scientists who work in various reporting and analytics capacities', '1+ years of experience working in an AWS heavy environment and a breadth of knowledge and familiarity with core AWS storage and data pipelining services. (Redshift, EMR, RDS, Glue, Kinesis, Dynamo DB, Firehose)', '1+ years of experience working in Python', '1+ years of experience with PySpark including experience interfacing with a wide variety of data sources and targets using PySpark', 'Experience writing highly optimized and efficient SQL', 'High level understanding and knowledge of core statistical and data science concepts are a plus', 'Experience with the standard software development lifecycle including code reviews, source control management, CI/CD etc.', 'Experience working with Snowflake data warehouses', 'Experience executing spark jobs through YARN on EMR clusters', 'Experience working in a big data environment, moving large amounts of data through complex pipelines', 'Experience with both Object Oriented and Functional programming paradigms', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-19 12:15:59
Data Engineer,McKenna Principals,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country', 'Help Center', ""Bachelor's (Preferred)"", '401(k)', '401(k) matching', 'Dental insurance', 'Health insurance', 'Paid time off', 'Referral program', '8 hour shift', 'Monday to Friday', ""Bachelor's (Preferred)"", 'More than 1 year', 'Likely', 'Yes', 'No: Not providing sponsorship for this job', 'A job for which military experienced candidates are encouraged to apply', 'A job for which all ages, including older job seekers, are encouraged to apply', 'A job for which people with disabilities are encouraged to apply', 'www.mckennaprincipals.com', 'Only full-time employees eligible', 'Temporarily due to COVID-19', 'Remote interview process', 'Virtual meetings', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-19 12:15:59
Research Data Analyst/Software Engineer,Neurogazer USA,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country', 'Help Center', ""Education:Bachelor's (Required)"", 'Work authorization:United States (Required)', 'Health Insurance', 'Paid Time Off', 'Monday to Friday', ""Bachelor's (Required)"", 'United States (Required)', 'One location', 'Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction', 'Detail-oriented -- would rather focus on the details of work than the bigger picture', 'Achievement-oriented -- enjoys taking on challenges, even if they might fail', 'Autonomous/Independent -- enjoys working with little direction', 'Innovative -- prefers working in unconventional ways or on tasks that require creativity', 'High stress tolerance -- thrives in a high-pressure environment', 'Only full-time employees eligible', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-19 12:15:59
Data Engineer,Divi Technologies,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country', 'Help Center', ""Python: 4 years (Required)Bachelor's (Preferred)"", 'Work closely with software engineers and architects to extract, transform, and standardize data to prepare for ingest into target sources', 'Design and develop data services and/or pipelines as part of an Agile/Scrum team', 'Support continuous process automation for data ingest', 'Work with program management and engineers to implement and document complex and evolving requirements', 'Perform multiple tasks simultaneously and successful perform under changing requirements and deadlines', 'Help cultivate an environment that promotes customer service excellence, innovation, collaboration, and teamwork.', 'Must be a US Citizen', 'Must be able to obtain a Public Trust Clearance', 'BS degree in Computer Science or related IT field/equivalent experience', '5+ years of IT experience including experience in design, management, and solutioning of large, complex data sets and models.', 'Experience handling multiple tasks, changing priorities, and timely action;', 'Experience with developing data pipelines from many sources for structure and unstructured data sets in a variety of formats', 'Proficiency developing data extraction, transformation, and loading (ETL) processes, and performing test and validation steps', 'Proficiency with Python, R, and SQL languages, as well as various command line interfaces (Linux, AWS, Git Bash, etc.)', 'Proficiency with R Studio', 'Technical proficiency with various database architectures, designs, and modeling', 'Familiarity with Hive, Hadoop, Kylin, and other big data analytic tools', 'Excellent communication, and presentation skills with the demonstrated ability to communicate across all levels of the organization and communicate technical terms to non-technical audiences with an impeccable attention to detail', 'Experience with DHS and knowledge of DHS standards a plus', 'Demonstrated experience translating business and technical requirements into comprehensive data strategies and analytic solutions', 'Mid-level expertise in developing and managing data technologies, technical operations, reusable data services, and related tools and technologies', 'Demonstrated ability to adequately plan and meet delivery objectives and maintain adequate service levels in a highly dynamic, complex environments', '8 hour shift', ""Bachelor's (Preferred)"", 'R Studio: 3 years (Preferred)', 'Python: 4 years (Required)', 'Remote interview process', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-19 12:15:59
"Data Science Engineer with DOD exp. in Arlington, VA",Pentrogon security,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country', 'Help Center', 'DoD: 1 year (Preferred)SAS Certified Data Scientist Certifications: 1 year (Preferred)Certified Analytics Professional (CAP) (Preferred)', 'Monday to Friday', 'VPC computing environment: 1 year (Preferred)', 'DoD: 1 year (Preferred)', 'Healthcare Functions: 1 year (Preferred)', 'SAS Certified Data Scientist Certifications: 1 year (Preferred)', 'Certified Analytics Professional (CAP) (Preferred)', 'Open Certified Data Scientist (Open CDS) (Preferred)', 'SAS Certified AI & Machine Learning Professional (Preferred)', 'SAS Certified Big Data Professional Certifications (Preferred)', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-19 12:15:59
Data Engineer,Applied Information Sciences,4.2 out of 5 from 19 employee ratings,19 reviews,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country', 'Help Center', 'Work in a team using cutting edge technologies to solve challenging business problems and build solutions', 'Interact directly with our client(s) to understand their needs and meet, or exceed their expectations by meeting delivery deadlines', 'Work in an agile environment with participation in daily stand-ups/scrum', 'Design, write, test, troubleshoot, and document data transformations', 'Learn new technologies and be aware of industry standards, best practices, and trends.', '3+ years of experience working with Scala', 'Hands on Programming experience in Scala with Spark for ETL', 'Advanced SQL skills', 'Possess Hive skills with HiveQL.', 'Experience in designing efficient and robust ETL/ELT workflows, schedulers using Oozie, and event-based triggers', 'Experience as a Big Data Developer', 'Exposure to NoSQL databases, HBase, and the Hadoop Ecosystem', 'Proven ability to work with clients to understand requirements and envision data ingestion solutions', 'Experience with the Azure storage technologies (Azure Data Lake, Azure SQL Data Warehouse, Azure SQL Database)', 'Knowledge of Azure data movement and transformation capabilities (Azure Data Factory, Data Lake Analytics, Data Bricks, Stream Analytics)', 'Knowledge of Talend ETL', 'Microsoft related certifications such as the MCSD/MCSE', 'Smart people with a passion for technology', 'Strong technical capabilities with a consultancy mindset', 'Close involvement with local technical communities', 'A willingness to think outside of the box to provide innovative solutions to clients', 'Ability to solve challenging technical business problems', 'Self-directed professionals', 'Client Success', 'Continued Learning and Technical Excellence', 'Strong Client Relationships', 'Citizenship and Community', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-19 12:15:59
Data Engineer,Zenith infotek,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country', 'Help Center', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-19 12:15:59
Data Engineer,Kepler LLC,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country', 'Help Center', 'English (Preferred)', 'Must have capability to design, code and test Java, Scala, and Python-based applications', 'Must have strong verbal and written communication skills, including communicating technical issues to non-technical audiences', 'Ability to function in a highly dynamic and remote environment', 'General understanding of Spark Streaming, Data Mining, Data Engineering, and Data Modeling', 'Experience with core Java, Spring, Scala, and Python', 'Experience with NoSQL databases such as HBase or Cassandra.', 'Experience with Agile and Scrum software development methodology', 'Experience using Spark core or Spark SQL', 'Experience using DataStax (DSE) graph, or other graph databases', 'Proficient in designing efficient and robust ETL/ELT workflows, schedulers, and event-based triggers.', 'Experience with Gradle, Maven, Jenkins and Continuous Integration environments', 'Ability to work in a fast-paced, quick software release environment', 'Must be self-motivated to learn and work independently in a dynamic environment', 'Bachelor’s Degree in a computer related field or equivalent professional experience', '100% EMPLOYER PAID Health, Dental, Life Insurance and Vision Coverage', 'Professional development assistance for obtaining professional & technical certifications', 'Sign on, Performance and Referral Bonuses', 'Paid Time Off, plus 10 Paid Federal Holidays', '401k Match', 'Allows you to take pride in the work we deliver to our customers', 'Enjoy a culture that supports a work hard, play hard mentality', 'Strong family/work life balance', '401(k)', '401(k) matching', 'Dental insurance', 'Disability insurance', 'Flexible schedule', 'Health insurance', 'Life insurance', 'Paid time off', 'Parental leave', 'Professional development assistance', 'Referral program', 'Retirement plan', 'Vision insurance', 'Monday to Friday', 'Bonus pay', 'Signing bonus', 'English (Preferred)', 'Fully Remote', 'People-oriented -- supportive and fairness-focused', 'Team-oriented -- cooperative and collaborative', 'https://hellokepler.com/', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-19 12:15:59
Data Engineer,Everytown for Gun Safety,2 out of 5 from 5 employee ratings,5 reviews,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country', 'Help Center', 'Gather and spec requirements for a successful project;', 'Maintain existing systems, and deliver enhancements;', 'Perform peer code review and quality assurance as part of a team;', 'Build pipelines for automated transforms of data into data marts in order to support reporting, predictive analytics, and targeting.', ""Provide support and training for staff and volunteers on Everytown's suite of tools and best practices for using data effectively;"", 'Make recommendations and provide guidance on ways to make programs, campaigns, and data collection more efficient and effective;', 'Other responsibilities as assigned.', '2-3 Years in SQL;', '2-3 Years in software development languages, Python preferred.', 'Developing and maintaining pipelines to perform ETL;', 'Working with version control systems such as Git;', 'Experience using APIs to construct and maintain data synchronizations', ""Experience training people on a variety of activities, experienced/comfortable at conducting trainings (even if you didn't create them);"", 'Ability to manage several tasks or projects concurrently and prioritize work effectively;', 'Ability to communicate effectively, especially technical ideas to non-technical people, work well under pressure, be detail oriented and meet deadlines;', 'Strong attention to detail, including producing technical documentation.', 'Mapping visualization, D3, GIS applications or R Leaflet;', 'Familiarity with R, Javascript, or other scripting languages;', 'Experience with Civis Analytics Platform;', 'Ability to diagnose and improve database and query performance issues;', 'Digital Campaigning platforms data schemas;', 'Data Visualization & reporting of metrics using tools such as Tableau;', 'Knowledge of CRM & Donation Data Schemas', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-19 12:15:59
