job_title,company,company_rating,location,job_text,date
Data Engineer,Deloitte,"4 out of 5 from 9,956 employee ratings",N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms', 'Leverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actions', 'Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements', 'Ability to Obtain and Maintain a Government Security Clearance', '5+ years relevant professional experience', '3+ years data engineering, data management and transformation experience', '3+ years experience with Amazon Web Services, Microsoft Azure and Python', ""Bachelor's degree in Computer Science, Engineering, Mathematics or other business-related field"", '5+ years of relevant technology consulting or industry experience', 'Professional Amazon Cloud Architecture certification', 'Prior professional services or federal consulting experience', 'Ability to thrive in a fast-paced work environment with multiple stakeholders', 'Ability to decompose a technical problem into its sub-components and build a plan to rigorously tackle the analysis that is defensible and repeatable', 'High-performing team player', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 12:53:24
Data Protection Engineer,SCAR LLC,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'High school or equivalent (Preferred)', '401(k)', '401(k) matching', 'Dental insurance', 'Flexible schedule', 'Health insurance', 'Life insurance', 'Paid time off', 'Professional development assistance', 'Relocation assistance', 'Vision insurance', '8 hour shift', 'Day shift', 'On call', 'Bonus pay', 'High school or equivalent (Preferred)', 'Avamar and DataDomain: 1 year (Required)', 'A job for which military experienced candidates are encouraged to apply', 'Open to applicants who do not have a high school diploma/GED', 'A good fit for applicants with gaps in their resume, or who have been out of the workforce for the past 6 months or more', 'A job for which all ages, including older job seekers, are encouraged to apply', 'Open to applicants who do not have a college diploma', 'A job for which people with disabilities are encouraged to apply', 'Scalardcs.com', 'No', 'Remote interview process', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 12:53:24
Data Engineer,McKenna Principals,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', ""Bachelor's (Preferred)"", '401(k)', '401(k) matching', 'Dental insurance', 'Health insurance', 'Paid time off', 'Referral program', '8 hour shift', 'Monday to Friday', ""Bachelor's (Preferred)"", 'More than 1 year', 'Likely', 'Yes', 'No: Not providing sponsorship for this job', 'A job for which military experienced candidates are encouraged to apply', 'A job for which all ages, including older job seekers, are encouraged to apply', 'A job for which people with disabilities are encouraged to apply', 'www.mckennaprincipals.com', 'Only full-time employees eligible', 'Temporarily due to COVID-19', 'Remote interview process', 'Virtual meetings', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 12:53:24
Data Engineer,Technology Ventures,3.7 out of 5 from 7 employee ratings,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 12:53:24
Data Engineer,Divi Technologies,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', ""Python: 4 years (Required)Bachelor's (Preferred)"", 'Work closely with software engineers and architects to extract, transform, and standardize data to prepare for ingest into target sources', 'Design and develop data services and/or pipelines as part of an Agile/Scrum team', 'Support continuous process automation for data ingest', 'Work with program management and engineers to implement and document complex and evolving requirements', 'Perform multiple tasks simultaneously and successful perform under changing requirements and deadlines', 'Help cultivate an environment that promotes customer service excellence, innovation, collaboration, and teamwork.', 'Must be a US Citizen', 'Must be able to obtain a Public Trust Clearance', 'BS degree in Computer Science or related IT field/equivalent experience', '5+ years of IT experience including experience in design, management, and solutioning of large, complex data sets and models.', 'Experience handling multiple tasks, changing priorities, and timely action;', 'Experience with developing data pipelines from many sources for structure and unstructured data sets in a variety of formats', 'Proficiency developing data extraction, transformation, and loading (ETL) processes, and performing test and validation steps', 'Proficiency with Python, R, and SQL languages, as well as various command line interfaces (Linux, AWS, Git Bash, etc.)', 'Proficiency with R Studio', 'Technical proficiency with various database architectures, designs, and modeling', 'Familiarity with Hive, Hadoop, Kylin, and other big data analytic tools', 'Excellent communication, and presentation skills with the demonstrated ability to communicate across all levels of the organization and communicate technical terms to non-technical audiences with an impeccable attention to detail', 'Experience with DHS and knowledge of DHS standards a plus', 'Demonstrated experience translating business and technical requirements into comprehensive data strategies and analytic solutions', 'Mid-level expertise in developing and managing data technologies, technical operations, reusable data services, and related tools and technologies', 'Demonstrated ability to adequately plan and meet delivery objectives and maintain adequate service levels in a highly dynamic, complex environments', '8 hour shift', ""Bachelor's (Preferred)"", 'R Studio: 3 years (Preferred)', 'Python: 4 years (Required)', 'Remote interview process', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 12:53:24
Data Engineer,Applied Information Sciences,4.2 out of 5 from 19 employee ratings,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Work in a team using cutting edge technologies to solve challenging business problems and build solutions', 'Interact directly with our client(s) to understand their needs and meet, or exceed their expectations by meeting delivery deadlines', 'Work in an agile environment with participation in daily stand-ups/scrum', 'Design, write, test, troubleshoot, and document data transformations', 'Learn new technologies and be aware of industry standards, best practices, and trends.', '3+ years of experience working with Scala', 'Hands on Programming experience in Scala with Spark for ETL', 'Advanced SQL skills', 'Possess Hive skills with HiveQL.', 'Experience in designing efficient and robust ETL/ELT workflows, schedulers using Oozie, and event-based triggers', 'Big Data Experience - Experience with Ab Initio, MDM, Microstrategy, Cassandra, Hadoop, Spring Cloud', 'Data Operations and Security - experience with tools like Collibra, able to establish data standards and policies', 'Proven ability to work with clients to understand requirements and envision data ingestion solutions', 'Experience with Snowflake', 'Experience with the Azure storage technologies (Azure Data Lake, Azure SQL Data Warehouse, Azure SQL Database)', 'Knowledge of Azure data movement and transformation capabilities (Azure Data Factory, Data Lake Analytics, Data Bricks, Stream Analytics)', 'Knowledge of Talend ETL', 'Microsoft related certifications such as the MCSD/MCSE', 'Smart people with a passion for technology', 'Strong technical capabilities with a consultancy mindset', 'Close involvement with local technical communities', 'A willingness to think outside of the box to provide innovative solutions to clients', 'Ability to solve challenging technical business problems', 'Self-directed professionals', 'Client Success', 'Continued Learning and Technical Excellence', 'Strong Client Relationships', 'Citizenship and Community', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 12:53:24
Data Engineer,Inpleo,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', ""Master's (Preferred)SQL: 2 years (Preferred)Data warehouse: 2 years (Preferred)"", 'Design, construct, install, test and maintain data management systems.', 'Build high-performance algorithms, predictive models, and prototypes.', 'Ensure that all systems meet the business/company requirements as well as industry standard.', 'Integrate new data management and software engineering technologies into existing data structures.', 'Develop set processes for data mining, data modeling, and data production.', 'Create custom software components and analytics applications.', 'Research new uses for existing data.', 'Employ an array of technological languages and tools to connect systems together.', 'Collaborate with members of your team (e.g. infrastructure team, UI/UX team) on the project’s goals.', 'Recommend different ways to constantly improve data reliability and quality.', 'Proven experience as a Data Engineer or similar role', 'Experience using cloud services/tools (e.g. Azure)', 'Familiarity with common stacks', 'In-depth database knowledge (SQL & NoSQL)', 'Comfortable with data warehousing & data lakes – Hadoop, Apache Spark, Kafka', 'Basic machine learning familiarity', 'Degree in Computer Science, Information Systems or relevant field', '401(k)', '401(k) matching', 'Dental insurance', 'Flexible schedule', 'Health insurance', 'Paid time off', 'Referral program', 'Relocation assistance', 'Vision insurance', 'Monday to Friday', 'On call', 'Bonus pay', 'Signing bonus', ""Master's (Preferred)"", 'SQL: 2 years (Preferred)', 'Data warehouse: 2 years (Preferred)', 'Multiple locations', 'www.inpleo.com', 'Only full-time employees eligible', 'Yes', 'Remote interview process', 'Virtual meetings', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 12:53:24
Sr. Python Data Engineer,CLS Bank International,2.8 out of 5 from 9 employee ratings,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Cleanse, manipulate and analyze large datasets (Structured and Unstructured data – XMLs, JSONs, PDFs) using Hadoop platform.', 'Develop Python, PySpark, Spark scripts to filter/cleanse/map/aggregate data.', 'Be able to build Dashboards in R/Shiny for end user consumption', 'Manage and implement data processes (Data Quality reports)', 'Develop data profiling, deduping logic, matching logic for analysis', 'Programming Languages experience in Python, PySpark and Spark for data ingestion', 'Programming experience in BigData platform using Hadoop platform', 'Present ideas and recommendations on Hadoop and other technologies best use to management', '5+ years of experience in processing large volumes and variety of data (Structured and unstructured data, writing code for parallel processing, XMLS, JSONs, PDFs)', '3+ years of programming experience in Hadoop, Spark, Python for data processing and analysis.', 'Strong SQL experience is a must', '3+ years of experience – using Hadoop platform and performing analysis. Familiarity with Hadoop cluster environment and configurations for resource management for analysis work', 'Ability to work in a UNIX environment', 'Detail oriented. Excellent communication skills (verbal and written)', 'Must be able to manage multiple priorities and meet deadlines', 'Degree in Computer Science, Statistics, Economics, Business, Mathematics or related field', 'Health insurance', 'Monday to Friday', 'More than 1 year', 'Likely', 'Yes: H-1B work authorization', 'Yes: Immigrant visa sponsorship (e.g., green card sponsorship)', 'Remote interview process', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 12:53:24
Data Engineer,Super Systems Inc,4.7 out of 5 from 6 employee ratings,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', 'Data Science: 2 years (Required)Secret (Required)', '2+ years of experience with machine learning, data science, or data engineering', 'Experience with the design, implementation and ETL process for databases', 'Experience with creating data pipelines', 'Experience with building machine learning models and predictive analytics', 'Experience with common programming languages, including SQL, Python, or R', 'Ability to articulate workflows and explain technical concepts to non-technical audiences', 'Ability to interact with multidisciplinary teams including data scientists and technical consultants in project- based areas', 'BA or BS degree', 'Experience with Big Data technologies, including HDFS, Impala, AWS, Glue, Azure, Cloudera, Hadoop, or Spark', 'Experience with data science frameworks including DataBricks, Data Robot, or Cloudera', 'Experience with distributed computing and optimizing pipelines', 'Experience with parsing a variety of data sources including Oracle, XML, JSON, or parquet', 'Experience with data visualization development and role of data integration', 'Secret', '401(k)', 'Dental insurance', 'Health insurance', 'Paid time off', 'Vision insurance', '8 hour shift', 'Arlington, VA (Required)', 'Data Science: 2 years (Required)', 'Data Engineering: 2 years (Required)', 'Secret (Required)', 'One location', 'Temporarily due to COVID-19', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 12:53:24
data engineer (w2 only),Infolob,N/A,N/A,"['Find jobs', 'Company Reviews', 'Find salaries', 'Employers', 'Create your resume', 'Change country🇺🇸 United States', 'Help Center', ""Bachelor's (Preferred)SQL: 1 year (Preferred)"", 'Solid understanding of business needs and develop business requirements, business rules, business test cases and facilitate business requirements meetings', 'Applying statistical and machine learning techniques to address business questions', 'Perform data extract and analysis as needed to collect, organize and maintain data, and provide support to internal data users to facilitate their reporting and analysis activities', 'Gain in-depth understanding of source data, system and related controls to ensure integrity of reporting and analysis', 'Work with Data Engineers to ensure code is implemented correctly and efficiently', 'Apply complex statistical analysis for identifying trends, find patterns, associations and relationships', 'Assist in the preparation of timely, accurate and effective technical data controls', 'Data Engineer experience with strong technical skills', 'Strong quantitative, analytical, and problem-solving skills', 'Experience in data/system analysis and data issues resolution', 'Must be able to manage multiple priorities and meet deadlines', 'Good communications skills – verbal and written', 'Dental insurance', 'Health insurance', '8 hour shift', 'Herndon, VA (Preferred)', ""Bachelor's (Preferred)"", 'SQL: 1 year (Preferred)', 'data engineer: 6 years (Required)', 'Multiple locations', 'Temporarily due to COVID-19', 'Hiring Lab', 'Career Advice', 'Browse Jobs', 'Browse Companies', 'Salaries', 'Find Certifications', 'Indeed Events', 'Work at Indeed', 'Countries', 'About', 'Help Center', '© 2021 Indeed', 'Do Not Sell My Personal Information', 'Accessibility at Indeed', 'Privacy Center', 'Cookies', 'Privacy', 'Terms']",2021-01-28 12:53:24
