job_title,company,location,date_posted,applicants,job_text,seniority_level,employment_type,job_function,industries,date_scraped
Data Analytics Analyst,Kohl's,"Menomonee Falls, WI",10 hours ago,Be among the first 25 applicants,"['', '1-2 years’ experience with data analysis', 'What if/scenario analysis to assess impacts over different time frames e.g. quarterly, seasonally relating to loss, delinquency and revenues Perform root cause analysis and provide a creative solutions to issues/problemsPerform continual improvement assessment to assess process/reporting and incorporate value added results', 'Proficiency in data visualization tools including Microsoft excel, tableau, Spotfire, Micro strategy and Power Point', 'Perform continual improvement assessment to assess process/reporting and incorporate value added results', 'Forecast losses Contractual and Manual and delinquencies, - Dollars and Units', 'Perform detail Portfolio reporting that provides insights related to contractual and manual losses, delinquency roll rates and lag rates, Forbearance program performance reporting - CCS, Short and Long Term programsProduction reporting - collections metrics - contacts, reviews, reach etc.Develop and maintain benchmark reporting that allows to compare portfolio performance with industry', 'Advanced Degree in Finance, Statistics, Economics, Math, MBA, or Computer SciencePrior credit card portfolio risk experienceExperience with risk segmentation tools e.g. Triad, ACS, and Probe etc.Experience in the financial service industryAbility to understand the implication of new information for both current and futureproblem-solving and decision-makingProficiency with other statistical/programming language like STATA, MATLAB, R, Python, SQL', 'Prior credit card portfolio risk experience', 'Forecast revenues - Interest and fees - Dollars and Units', 'Preferred', 'Production reporting - collections metrics - contacts, reviews, reach etc.', 'QUALIFICATIONS', 'Experience with risk segmentation tools e.g. Triad, ACS, and Probe etc.', ""Bachelor's Degree in Statistics, Mathematics, Economics, Finance, Computer Science, or other related fieldsBeginner/Intermediate level of SAS programming experienceKnowledge of loss and delinquency forecasting methodsStrong Microsoft Excel skills1-2 years’ experience with data analysis"", 'Perform deep dive impact analysis and monitoring on credit policy changes to proactive and reactive line, over limit authorizations, and collections strategies', 'What if/scenario analysis to assess impacts over different time frames e.g. quarterly, seasonally relating to loss, delinquency and revenues Perform root cause analysis and provide a creative solutions to issues/problems', 'Evaluate and review individual customer files to identify and select delinquent accounts for collection', 'Beginner/Intermediate level of SAS programming experience', 'Experience in the financial service industry', 'Required', 'Ability to understand the implication of new information for both current and futureproblem-solving and decision-making', 'Perform detail Portfolio reporting that provides insights related to contractual and manual losses, delinquency roll rates and lag rates, Forbearance program performance reporting - CCS, Short and Long Term programs', 'Knowledge of loss and delinquency forecasting methods', 'Forecast outstanding - Dollars and Units', 'Develop and maintain benchmark reporting that allows to compare portfolio performance with industry', 'Evaluate and monitor portfolio risk trends. Present actionable recommendations to management.Perform deep dive impact analysis and monitoring on credit policy changes to proactive and reactive line, over limit authorizations, and collections strategiesEvaluate and analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending moneyEvaluate and review individual customer files to identify and select delinquent accounts for collection', 'Evaluate and monitor portfolio risk trends. Present actionable recommendations to management.', 'ACCOUNTABILITIES ', 'Advanced Degree in Finance, Statistics, Economics, Math, MBA, or Computer Science', 'Forecast losses Contractual and Manual and delinquencies, - Dollars and UnitsForecast outstanding - Dollars and UnitsForecast revenues - Interest and fees - Dollars and Units', 'Strong Microsoft Excel skills', 'Evaluate and analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money', ""Bachelor's Degree in Statistics, Mathematics, Economics, Finance, Computer Science, or other related fields"", 'Proficiency with other statistical/programming language like STATA, MATLAB, R, Python, SQL']",Not Applicable,Full-time,Other,Retail,2021-01-19 09:21:26
Data Analyst,Simatree,"Washington, DC",21 hours ago,43 applicants,[],Entry level,Full-time,Information Technology,Information Technology and Services,2021-01-19 09:21:26
Healthcare Data Analyst,OmegaHires,"Columbia, MD",8 hours ago,Be among the first 25 applicants,"['', 'Able to develop and document the consistent process to follow; technical skills write macros/equations (v-lookup, index(match), etc.)Work with business analyst & AB IT teamStrong Excel Skills', 'Able to develop and document the consistent process to follow; technical skills write macros/equations (v-lookup, index(match), etc.)', 'Work with business analyst & AB IT team', 'Healthcare Data Analyst.', 'Strong Excel Skills']",Mid-Senior level,Full-time,Information Technology,Information Technology and Services,2021-01-19 09:21:26
Product Data Analyst,Waymo,"Mountain View, CA",7 hours ago,Be among the first 25 applicants,"['', ' Demonstrated ability to extract actionable insights from data Expertise using Python or R to perform detailed statistical analysis and modeling Expertise using SQL to extract, clean, and transform data in large, complex, nested, databases The ability to create intuitive and readable dashboards using visualization tools (e.g. Tableau, Plotly, Data Studio) Excellent written and verbal communication skills Demonstrated strong intellectual curiosity  ', 'Expertise using Python or R to perform detailed statistical analysis and modeling', 'Demonstrated ability to extract actionable insights from data', 'Analyze simulation, experimentation, and log data to provide actionable insights', 'Expertise using SQL to extract, clean, and transform data in large, complex, nested, databases', ' Analyze data to create a deeper understanding of the Waymo Driver and its behaviors Define key metrics to track the performance of the driving system to accelerate improvements Present findings to key leadership to influence product roadmaps Analyze simulation, experimentation, and log data to provide actionable insights Own a domain and work with engineers, product managers, and program managers to make that area a success ', 'At a Minimum We’d Like You To Have', 'Own a domain and work with engineers, product managers, and program managers to make that area a success', 'Experience with geospatial statistical analysis', 'Excellent written and verbal communication skills', 'In This Role You’ll', 'Demonstrated strong intellectual curiosity ', 'Experience with autonomous vehicles', 'Experience with the transportation sector', 'An advanced degree in Statistics, Economics, Mathematics, Computer Science or similar field', 'Analyze data to create a deeper understanding of the Waymo Driver and its behaviors', 'It’s Preferred If You Have', 'Define key metrics to track the performance of the driving system to accelerate improvements', 'The ability to create intuitive and readable dashboards using visualization tools (e.g. Tableau, Plotly, Data Studio)', ' Experience with geospatial statistical analysis Experience with the transportation sector Experience with autonomous vehicles An advanced degree in Statistics, Economics, Mathematics, Computer Science or similar field ', 'Present findings to key leadership to influence product roadmaps']",Mid-Senior level,Full-time,Information Technology,Information Technology and Services,2021-01-19 09:21:26
Data Analyst,Levy Restaurants,"Atlanta, GA",10 hours ago,Be among the first 25 applicants,"['Analyzes client data in conjunction with other consultants to recommend plan design changes, programs or formulary changes', 'MS Excel experience required. In addition, experience using SQL and MS Access a plus.', 'Audits data results and reports findings to supervisors', 'Integrates data from multiple data sets into relevant systems for reports publication.', 'Follows policies, procedures, and/or reports that make the overall practice more efficient and effective', 'Ability to attend company, department, and team meetings as required, including industry training sessions', 'Supports standard data sets monthly within relevant systems', 'Ability to use office equipment such as a computer, keyboard, calculator, photocopier, and facsimile machine', 'Understands industry trends and governmental regulations', 'Prepares standard and ad hoc reports', 'Work collaboratively with managers and other teammates to collect data, ensuring reporting is accurate, timely, and of high quality.', 'Collects data and analyzes client information', 'Ability to efficiently organize work and manage time in order to meet deadlines', 'Ability to comply with all company policies and procedures, proactively protecting confidentiality of Client and company information', 'Strong proactive style.', 'Ability to understand data integrity and correctness.', 'Facilitates process and complete pricing comparisons for request for proposals (RFPs)', ""Bachelor's degree required. Major in Actuarial Science, Mathematics, Statistics or Finance."", 'Proven ability to manage multiple projects simultaneously.', 'Understands data sources, processes, formulas and output General knowledge of healthcare issues and their associated impacts on plan sponsors and plan members.', 'Ability to work on a computer for a prolonged amount of time', 'Legally able to work in the United States Additional Information', 'Excellent written and oral communication skills to effectively present information to Associates at all levels of the Lockton organization.', 'Ability to travel by automobile and aircraft', 'Ability to work outside of normal business hours as needed', 'Coordinates new client set-up, including file submission and testing, with consultants and system administrators', 'Ability to complete continuing education requirements as needed', 'Gathers new reporting requirements from business users and coordinate development/deployment with system administrators Qualifications:']",Entry level,Full-time,Information Technology,Marketing and Advertising,2021-01-19 09:21:26
Data Analyst,Imbibe,"Niles, IL",16 hours ago,90 applicants,"['', 'Collaborate Cross functionally with all Departments to maximize efficiencyOperations TeamManufacturing facilitiesResearch & DevelopmentRegulatory Department Sales ForceWork with manufacturing facilities and Operations to track raw ingredients inventoryWork with operations, business developers, and sales force to accurately forecast supply of raw ingredients, based on flavor sales. Manage raw material expedites and shortages for manufacturing facilities’ stock of raw ingredients.', 'Sales Force', 'Full Time Healthcare\xa0', 'Characteristic Traits', 'Equal Opportunity Employer', 'Work with manufacturing facilities and Operations to track raw ingredients inventory', 'Manage raw material expedites and shortages for manufacturing facilities’ stock of raw ingredients.', 'Inventory management and reconciliation ', 'Bachelor’s Degree in Business Administration or Science (must have knowledge of operations and supply chain)', 'Vendor Relationship', 'Summary:', 'o\xa0\xa0Procure raw ingredients for the flavor lab', 'Work with operations, business developers, and sales force to accurately forecast supply of raw ingredients, based on flavor sales. ', 'Vendor RelationshipNegotiate pricing with vendorsEstablish and maintain vendor relationshipsSemi-annually, update internal formulation data for our raw ingredients.', 'Detail oriented', 'Manufacturing facilities', 'Collaborate with manufacturing operations and customer service to mitigate lead time issues related to raw material shortages to ensure on time delivery of orders.', 'Flavor Operations Data Analyst Position.', 'Monitor raw material inventory levels', 'Expert in Microsoft Excel and MS Access, SQL', 'Friendly Culture', 'Inventory management and reconciliation Plan resolution to obsolete, expiring or overstock raw materials', 'Procuring raw ingredients for flavor lab and raw ingredient facility', 'Full Time Healthcare', '1-5 years of experience in supply chain would be a plus', 'Ability to multi-task in a fast-paced environment', 'Strong communication skills', 'Proficient in MS office, outlook, and Power point', 'You are eligible for healthcare packages after 30 days of employment. All healthcare plans are Affordable Care Act compliant, and we have several plans to meet a variety of needs!', 'Raw material analysis Present data for production facilities monthly safety stock requirements Monitor raw material inventory levelsIdentify cost savings on flavor raw ingredientsIdentify volatility of significant ingredients for coming yearMaximize purchasing efficiencies based on pack size, MOQ and price for manufacturers.Procuring raw ingredients for flavor lab and raw ingredient facility', 'Simply put, we are beverage experts. Our industry focus gives us a greater degree of insight into the beverage and flavor world!', 'Raw material analysis ', 'Identify volatility of significant ingredients for coming year', 'Industry Expertise', '\xa0', 'Establish and maintain vendor relationships', 'Regulatory Department ', 'Negotiate pricing with vendors', 'At Imbibe, in addition to your job, you’ll have opportunities to step away and challenge a coworker to a game of ping pong or visit at the custom beverage bar. People should like where they work, and we strive to provide an environment that fosters creativity and friendship.', 'Maximize purchasing efficiencies based on pack size, MOQ and price for manufacturers.', 'The Data Analyst will be a member of the Imbibe Flavor Operations team holding the key responsibility of driving cost savings across raw ingredients for flavor manufacturing. This individual will be working with suppliers, manufacturing facilities, and internal stakeholders for realizing improvements and service excellence. The Data Analyst will be accountable for monitoring the usage and procurement of “at risk” raw materials and make purchase suggestions to the management to avoid out of stock situations. The individual will also play a critical role in addressing supply issues that may affect the organization’s ability to promptly serve the customers.', 'Identify cost savings on flavor raw ingredients', 'We have a 40,000 sq. ft. facility that houses state of the art equipment, labs and a pilot plant.', 'Industry Expertise\xa0', 'Detail orientedHighly motivated with a strong drive to ensure completionAbility to multi-task in a fast-paced environmentStrong communication skillsExperience in the Food and Beverage industry a plus', 'Why Imbibe?', 'Imbibe is an equal opportunity employer and will consider all applications without regard to race, marital status, sex, age, color, religion, national origin, veteran status, disability or any other characteristic protected by law. This transmission is intended only for the designated recipient(s), and any duplication or distribution, in any form or part, without the written consent of the sender is strictly prohibited. These confidentiality protections apply even if you received this transmission in error, in which case you should delete the message, disregard its contents and notify the sender of the mistake.', 'Operations Team', 'Highly motivated with a strong drive to ensure completion', 'Friendly Culture\xa0', 'Innovation\xa0', 'Primary Responsibilities:', 'Collaborate Cross functionally with all Departments to maximize efficiency', 'Imbibe is a leading beverage product development & ingredient supply partner supporting customers that range from entrepreneurs to top CPG and foodservice brands. ', 'Bachelor’s Degree in Business Administration or Science (must have knowledge of operations and supply chain)1-5 years of experience in supply chain would be a plusExpert in Microsoft Excel and MS Access, SQLProficient in MS office, outlook, and Power pointFamiliar with Microsoft NAV a plus', 'Familiar with Microsoft NAV a plus', 'Research & Development', 'Present data for production facilities monthly safety stock requirements ', 'Experience in the Food and Beverage industry a plus', 'Qualifications:', 'Semi-annually, update internal formulation data for our raw ingredients.', 'Plan resolution to obsolete, expiring or overstock raw materials', 'Imbibe is the leading innovator in the beverage industry – we set the standard! Our clients benefit from our holistic approach to product development where we engineer every beverage from the bottom up. We design custom components, such as ingredient blends, flavors and finished beverages for every project. Imbibe combines a powerful synergy of innovation, technical expertise and dedication to ensure our clients never settle for anything but the best. To learn more about us, check out our website at www.imbibeinc.com.']",Associate,Full-time,Analyst,Food & Beverages,2021-01-19 09:21:26
Data Analyst,SamCart,"Austin, Texas Metropolitan Area",,N/A,"['', 'Stock options\xa0Unlimited PTO policyFlexible work scheduleCool offices with cool people\xa0\xa0(Covid Update: Currently Working From Home)Free snacks and drinksRegular happy hours and other fun stuff', 'Maintain datasets and work with the respective stakeholders to fill in gaps.', 'Assist in identifying and setting up BI tools.', 'Design and manage regular reporting for senior management on all areas of company performance', 'Ability to work with large datasets and to be able to structure/manipulate unstructured datasets from a variety of sources.', 'Experience using BI tools. Assist engineering in building out BI tools is a plus.', '3+ years experience in product analytics and SaaS business analytics', 'Here at SamCart, we are startup veterans, marketing savants, experience experts, and eCommerce bosses. Our goal is to build the industry-leading direct-to-consumer eCommerce platform. Our team works hard, supports each other, and enjoys these awesome perks.\xa0', 'Strong communication and presentation skills', 'Cool offices with cool people\xa0\xa0', '\xa0', 'Responsibilities:', 'Flexible work schedule', 'Conduct exploratory analyses to identify business opportunities or review the effectiveness of new business initiatives.', 'Highly skilled at writing SQL to query relational databases, knowledge in R or Python is a plus', 'Identify, map, and connect high-value data sources across the multiple tools and third-party platforms we use to run our business.Maintain datasets and work with the respective stakeholders to fill in gaps.Brainstorm how unstructured and disperse datasets can provide useful information to improve the customer experience.Assist in identifying and setting up BI tools.Conduct exploratory analyses to identify business opportunities or review the effectiveness of new business initiatives.Design and manage regular reporting for senior management on all areas of company performanceLead the execution of special projects including contests, campaigns, partnership rollouts and more\xa0', 'An understanding of SAAS revenue models and best practicesHighly skilled at writing SQL to query relational databases, knowledge in R or Python is a plusExperience using BI tools. Assist engineering in building out BI tools is a plus.Ability to work with large datasets and to be able to structure/manipulate unstructured datasets from a variety of sources.3+ years experience in product analytics and SaaS business analyticsExcellent Excel skills.Self-starter with a keen focus on performanceStrong communication and presentation skillsDetail-oriented, organized and accurateDegree in a quantitative field (e.g., Statistics, Economics, Math, Sciences, Engineering)', 'Brainstorm how unstructured and disperse datasets can provide useful information to improve the customer experience.', 'Stock options\xa0', 'Data Analyst', '(Covid Update: Currently Working From Home)', 'An understanding of SAAS revenue models and best practices', 'Unlimited PTO policy', 'Degree in a quantitative field (e.g., Statistics, Economics, Math, Sciences, Engineering)', 'Online shopping has changed. Today’s eCommerce runs on selling products, not brands. SamCart is the first e-commerce platform built from the ground up for direct to consumer brands. By focusing on the product level, and not the store level, our customers can create beautiful sites that showcase their products, convert visitors into customers, and increase the value of each purchase.\xa0', 'Detail-oriented, organized and accurate', 'Ideal candidates should have professional experience in the following:', 'Free snacks and drinks', 'Lead the execution of special projects including contests, campaigns, partnership rollouts and more\xa0', 'Identify, map, and connect high-value data sources across the multiple tools and third-party platforms we use to run our business.', 'With the above stated, we are open to candidates of all backgrounds and encourage you to apply if interested! SamCart is committed to cultivating a diverse and inclusive team.', 'SamCart is looking for a talented Data Analyst to join our team. Our Finance team is growing fast and needs the support of an analytic and process-oriented operations individual to help launch tools and bring structure to our reporting.\xa0', 'Excellent Excel skills.', 'Self-starter with a keen focus on performance', 'Regular happy hours and other fun stuff']",Mid-Senior level,Full-time,Information Technology,Internet,2021-01-19 09:21:26
Operations Data Analyst,Hungryroot,"New York, NY",5 hours ago,Be among the first 25 applicants,[],Entry level,Full-time,Information Technology,Food & Beverages,2021-01-19 09:21:26
Data Analyst,"VEGAMOUR, INC.",Los Angeles Metropolitan Area,11 hours ago,92 applicants,"['Given a proven track record, this individual has the opportunity to advance quickly into a higher strategic role ', 'Set up automatic data visualizations to effectively communicate data-driven insights ', 'Contribute to the vision and further development of the Data Analytics and Insights practice ', 'Reporting into the Director of Analytics, the position will be responsible for gathering, interpreting and using complex data to develop actionable steps to guide key business decisions. This individual will be involved in solving organizational problems and identifying areas of opportunity by analyzing sales, marketing and operational data sets. S/he will conduct advanced data analyses in all aspects of the business. This role needs a data-driven, strategic, flexible, curious and creative individual who is great at problem solving and synthesizing quantitative data into actionable insights. S/he is expected to thrive in a fast-paced environment with a strong focus on driving results. The right candidate will be excited about meeting aggressive goals and staying on top of a quickly evolving e-commerce landscape. ', 'Work closely with our executive leadership team and key stakeholders to gauge, manage and solve the most pressing analytical questions; this role will heavily lean towards marketing data insights in the beginning, and eventually branch out to all teams ', 'Build internal knowledge base of competitive landscape, market penetration, macroeconomic forecasting, growth potential etc. to inform the business direction of the company ', 'Identify core areas of improvement and optimization within each business unit ', 'Involved in the management of internal data systems / data warehouse, working closely with the data engineers and architects ', 'Experience in running advanced analyses in programs like Tableau, Alteryx, Excel ', 'Support strategic evaluation and planning processes across all business functions (e.g. create marketing attribution model for channel spend and ROI; help determine the best location to open up another production facility) ', 'Strong communication and project management skills ', 'Work closely with our executive leadership team and key stakeholders to gauge, manage and solve the most pressing analytical questions; this role will heavily lean towards marketing data insights in the beginning, and eventually branch out to all teams Involved in the management of internal data systems / data warehouse, working closely with the data engineers and architects Set up automatic data visualizations to effectively communicate data-driven insights Creates systematic and scalable ways of approaching a recurring or complex business problem, establish intuitive reporting methodologies with highly effective and simplistic visualizations Support strategic evaluation and planning processes across all business functions (e.g. create marketing attribution model for channel spend and ROI; help determine the best location to open up another production facility) Identify core areas of improvement and optimization within each business unit Build internal knowledge base of competitive landscape, market penetration, macroeconomic forecasting, growth potential etc. to inform the business direction of the company Contribute to the vision and further development of the Data Analytics and Insights practice Given a proven track record, this individual has the opportunity to advance quickly into a higher strategic role ', 'QUALIFICATIONS REQUIRED: ', 'Proficiency in SQL and experience in data ETL in large database systems ', 'BS/MS in computer science, mathematics, economics, statistics, engineering or similar program preferred ', 'Ability to manage multiple moving pieces and work with different groups of individuals', 'KEY RESPONSIBILITIES: ', '2+ years of marketing analytics experience in customer acquisition and engagement; startup and/or DTC e-commerce experience is a plus Proficiency in SQL and experience in data ETL in large database systems Experience in running advanced analyses in programs like Tableau, Alteryx, Excel Experience with open-sourced analytical programming languages (Python, R, etc) preferred BS/MS in computer science, mathematics, economics, statistics, engineering or similar program preferred Strong communication and project management skills Team-player, hard-working, organized, and goal-oriented Ability to manage multiple moving pieces and work with different groups of individuals', 'Experience with open-sourced analytical programming languages (Python, R, etc) preferred ', 'Creates systematic and scalable ways of approaching a recurring or complex business problem, establish intuitive reporting methodologies with highly effective and simplistic visualizations ', ' ', 'Team-player, hard-working, organized, and goal-oriented ', '2+ years of marketing analytics experience in customer acquisition and engagement; startup and/or DTC e-commerce experience is a plus ']",Associate,Full-time,Analyst,Consumer Goods,2021-01-19 09:21:26
Data Analyst,Humana,"Glendale, AZ",16 hours ago,Be among the first 25 applicants,"['', 'Additional Information', 'In-depth experience in Microsoft Excel including formulas, pivots, charts, graphs, etc.', ""Bachelor's Degree"", ""Bachelor's Degree5 years of technical experience in data analysisComprehensive knowledge of Microsoft Office Applications including Word, Excel, Access and PowerPointExpertise in assessing complex data sets and performing root cause analysisMust be passionate about contributing to an organization focused on continuously improving consumer experiences1 or more years of experience in SQL, SAS or other data systemsIn-depth experience in Microsoft Excel including formulas, pivots, charts, graphs, etc."", 'Advanced Degree in a quantitative discipline, such as Mathematics, Economics, Finance, Statistics, Computer Science, Engineering or related fieldExperience with data mining and predictive modeling techniquesAbility to use data to drive business outcomes and decisions', 'Responsibilities', 'Scheduled Weekly Hours', 'Preferred Qualifications', '1 or more years of experience in SQL, SAS or other data systems', 'Experience with data mining and predictive modeling techniques', 'Required Qualifications', 'Ability to use data to drive business outcomes and decisions', 'Advanced Degree in a quantitative discipline, such as Mathematics, Economics, Finance, Statistics, Computer Science, Engineering or related field', 'Description', 'Must be passionate about contributing to an organization focused on continuously improving consumer experiences', 'Expertise in assessing complex data sets and performing root cause analysis', '5 years of technical experience in data analysis', 'Comprehensive knowledge of Microsoft Office Applications including Word, Excel, Access and PowerPoint']",Entry level,Full-time,Information Technology,Information Technology and Services,2021-01-19 09:21:26
