job_title,company,location,date_posted,applicants,job_text,seniority_level,employment_type,job_function,industries,date_scraped
Junior Data Analyst,Stream Companies,"Malvern, PA",48 minutes ago,Be among the first 25 applicants,"['', 'Desirable skill but not required, familiar or fluent in SQL, R, or Python .', 'Perks', 'Responsibilities']",Associate,Full-time,Information Technology,Marketing and Advertising,2021-03-24 11:35:33
Data Analyst,Disney Streaming Services,"New York, NY",4 weeks ago,58 applicants,"['', 'Experience collecting, validating, and analyzing data. Must be able to manipulate data, develop visualizations, triangulate and summarize results.', 'Explain data anomalies, develop data visualizations and reporting to drive key messaging and recommendations', 'Perform root-cause analysis to identify patterns in portfolio data', 'Comfortable working in a fast-paced highly iterative environment', 'Understand portfolio data and the composition of projects and programs that impact key results and outcomes', 'Experience with Clarizen or a similar PPM application', 'Preferred Qualifications', 'Create informative and well-organized presentations that contribute to overall business needs and goals', 'Support new strategy, processes design, reporting, and communications', 'Job Summary', 'Previous work in a PMO or analytics team, ideally providing analytics to inform portfolio decisions is desirable', 'Required Education', 'Degree in analytical field such as mathematics, computer science, or a related quantitative field; advanced degree is a preferred', 'Operationalize new processes so that they can be maintained in an on-going and efficient manner', 'Ability to engage with the business and use data analysis to influence key stakeholders at various levels', 'Perform ad-hoc assignments, including leading and supporting special projects', 'Understand portfolio data and the composition of projects and programs that impact key results and outcomesPerform root-cause analysis to identify patterns in portfolio dataExplain data anomalies, develop data visualizations and reporting to drive key messaging and recommendationsSupport new strategy, processes design, reporting, and communicationsOperationalize new processes so that they can be maintained in an on-going and efficient mannerCreate informative and well-organized presentations that contribute to overall business needs and goalsPerform ad-hoc assignments, including leading and supporting special projectsWork closely with related teams to ensure alignment with broader strategy', 'Strong written, verbal, and analytical skills', 'Experience in building financial and / or data models with predictive analytics', '4 years of analytical work experienceDemonstrable work experience with Tableau or a similar reporting applicationExperience with Clarizen or a similar PPM applicationExperience in building financial and / or data models with predictive analyticsExperience collecting, validating, and analyzing data. Must be able to manipulate data, develop visualizations, triangulate and summarize results.Must have a passion for accuracy and a strong drive to create new processes and utilize tools that have yet to be explored; it is essential to be able to maintain a balance between the details and the larger pictureAbility to engage with the business and use data analysis to influence key stakeholders at various levelsStrong written, verbal, and analytical skillsComfortable working in a fast-paced highly iterative environmentAbility to manage multiple tasks with demonstrated ability to organize and schedule work effectivelyAbility to successfully work with all levels of management', 'Demonstrable work experience with Tableau or a similar reporting application', 'Ability to successfully work with all levels of management', 'Responsibilities', 'Previous work in a PMO or analytics team, ideally providing analytics to inform portfolio decisions is desirableExperience in technical environment preferred but not required', 'Ability to manage multiple tasks with demonstrated ability to organize and schedule work effectively', 'Must have a passion for accuracy and a strong drive to create new processes and utilize tools that have yet to be explored; it is essential to be able to maintain a balance between the details and the larger picture', 'Basic Qualifications', 'Experience in technical environment preferred but not required', '4 years of analytical work experience', 'Work closely with related teams to ensure alignment with broader strategy']",Mid-Senior level,Full-time,Quality Assurance,Marketing and Advertising,2021-03-24 11:35:33
Associate Data Analyst,Sony Electronics,"Paramus, NJ",16 hours ago,160 applicants,"['', 'Experience with SAP a strong plus.', 'Usage of data visualization language i.e. Tableau, Looker, etc. Knowledge of Power BI preferred.', 'Demonstrated analytical and strategy development background', 'Advanced Excel proficiency including pivot tables, formulas and macros; as well as Access for querying, creation of tables and formulas. Solid understanding of MS Office including Excel, Word, PowerPoint, Visio.', 'Experience with (SAS, Python, C++, Java a plus)', 'Minimum Requirement', 'Experience connecting Business Intelligence (BI) such as MS Power BI, Data Analytics like SQL, to data from different sources, importing and transforming the data to actionable Business Intelligence reports.', 'Strong project management skills and ability to work independently in a fast-paced and changing environment', 'Bachelor’s Degree is required or equivalent – preferably with a concentration in business data analytics.Demonstrated analytical and strategy development backgroundExperience with Marketing AnalyticsWorking knowledge of SQL language & queries.Experience connecting Business Intelligence (BI) such as MS Power BI, Data Analytics like SQL, to data from different sources, importing and transforming the data to actionable Business Intelligence reports.Experience gathering and interpreting business requirements to create visualization dashboardsAdvanced Excel proficiency including pivot tables, formulas and macros; as well as Access for querying, creation of tables and formulas. Solid understanding of MS Office including Excel, Word, PowerPoint, Visio.Strong project management skills and ability to work independently in a fast-paced and changing environmentSolid oral and written communication skills, and professional presentation skills.', '1 year of related experience (including data mining, data mapping and data warehousing)', 'Experience gathering and interpreting business requirements to create visualization dashboards', 'Solid oral and written communication skills, and professional presentation skills.', 'Working knowledge of SQL language & queries.', 'Bachelor’s Degree is required or equivalent – preferably with a concentration in business data analytics.', '1 year of related experience (including data mining, data mapping and data warehousing)Usage of data visualization language i.e. Tableau, Looker, etc. Knowledge of Power BI preferred.Experience with (SAS, Python, C++, Java a plus)Experience with SAP a strong plus.', 'Experience with Marketing Analytics', 'Preferred']",Associate,Full-time,Information Technology,Consumer Electronics,2021-03-24 11:35:33
Data Analyst - Junior-Level,REI Systems,"Rockville, MD",1 day ago,77 applicants,"['', 'Research and identify root cause/data issues.', 'Experience in data retrieval, manipulation, analysis, and presentation using visualizations', 'Experience and/or understanding of JIRA', 'Experience working with SAS is preferred', 'Perform hands-on work with data analysis, validation and quality assurance, while working as a full-time on-site staff at the customer facility.Candidate must have at 2-4 years of professional and proven experience in a related role. Understand the customers’ business processes, the underlying data, and cross-cutting data sets for various systems within the customers’ business unit. Understand the business needs and using the knowledge of the data, prepare meaningful reports using datasets available through existing systems and datasets external to the customer unit.Support dissemination and distribution of data and reports.Perform data validation and quality assurance. Ensure data integrity between the different cross cut reports produced through the system. Research and identify root cause/data issues.Support data analysis to study outliers and to understand the health of new programs within the customer unit.Ensure timely delivery of reports, and manage conflicting priorities and customer expectations.Perform periodic check-ins with the customer unit management for status and feedback.Perform periodic status check-ins with the internal delivery/program manager.Identify gaps in the system and communicate them to the solution project leads/program manager.Document the unmet data needs of stakeholders for reporting purposes.Expertise in one or more areas of Business Intelligence, Data Analytics, Decision Support or Business Analysis is required.Domain knowledge in Healthcare and Grants Management is preferred. Federal government experience is strongly preferred.', 'Expertise in one or more of the following areas Business Intelligence, Data Analytics, Decision Support, Business Analysis', 'Candidate must have at 2-4 years of professional and proven experience in a related role. ', 'Perform data validation and quality assurance. ', 'Education', 'Understand the business needs and using the knowledge of the data, prepare meaningful reports using datasets available through existing systems and datasets external to the customer unit.', 'Identify gaps in the system and communicate them to the solution project leads/program manager.', 'Understand the customers’ business processes, the underlying data, and cross-cutting data sets for various systems within the customers’ business unit. ', 'As a Data Analyst, You Will', 'Perform hands-on work with data analysis, validation and quality assurance, while working as a full-time on-site staff at the customer facility.', 'Perform periodic status check-ins with the internal delivery/program manager.', 'Expertise in using Tableau, SQL, and Excel to build analysis to derive insights from data', 'Document the unmet data needs of stakeholders for reporting purposes.', 'Ensure data integrity between the different cross cut reports produced through the system. ', 'Expertise in using R and Python language for developing predictive analytics models', '2 to 4 years of professional and proven experience in a related role ', 'Proficiency in MS Excel with knowledge of Pivot Tables, VLookup, and other advanced functions', 'Perform periodic check-ins with the customer unit management for status and feedback.', 'Support dissemination and distribution of data and reports.', 'Domain knowledge in Healthcare and Grants Management is preferred. Federal government experience is strongly preferred', 'Expertise in one or more areas of Business Intelligence, Data Analytics, Decision Support or Business Analysis is required.', 'About REI Systems', 'Ensure timely delivery of reports, and manage conflicting priorities and customer expectations.', '2 to 4 years of professional and proven experience in a related role Expertise in using Tableau, SQL, and Excel to build analysis to derive insights from dataExpertise in using R and Python language for developing predictive analytics modelsExperience in data retrieval, manipulation, analysis, and presentation using visualizationsExperience working with SAS is preferredProficiency in MS Excel with knowledge of Pivot Tables, VLookup, and other advanced functionsExperience with other data analytics tools such as RapidMiner and MicroStrategyExperience and/or understanding of JIRAExpertise in one or more of the following areas Business Intelligence, Data Analytics, Decision Support, Business AnalysisDomain knowledge in Healthcare and Grants Management is preferred. Federal government experience is strongly preferred', 'Domain knowledge in Healthcare and Grants Management is preferred. Federal government experience is strongly preferred.', 'Experience with other data analytics tools such as RapidMiner and MicroStrategy', 'Support data analysis to study outliers and to understand the health of new programs within the customer unit.']",Associate,Full-time,Information Technology,Information Technology and Services,2021-03-24 11:35:33
Digital Analyst,The World Bank,"Washington, DC",42 minutes ago,Be among the first 25 applicants,[''],Entry level,Part-time,International Trade and Development,N/A,2021-03-24 11:35:33
Paid Media Data Analyst,Apple,"Culver City, CA",5 days ago,64 applicants,"['', 'Description', 'Additional Requirements', 'Education & Experience', 'Summary', 'Key Qualifications']",Not Applicable,Full-time,Marketing,Consumer Electronics,2021-03-24 11:35:33
Data Analyst,PayPal,"Scottsdale, AZ",16 hours ago,44 applicants,"['', 'Ability to translate complex problems into simpler termsAbility to work independently', 'Ability to write clear and concise communications', 'Experience with Gimmel notebooks', 'Analyze data on a weekly basis as it is refreshed to track trends in efficiency KPIs and project year-end targets', 'Track / facilitate initiatives by engineering teams to make efficiency improvements', 'Must Have', 'Create reports for internal teams and/or external clients', 'Proficiency in Python and/or R for data analysis', 'Experience with Machine Learning packages', 'Nice to Have', 'Experience & Education', 'Analyze data on a weekly basis as it is refreshed to track trends in efficiency KPIs and project year-end targetsWork with management to define reports and new visualizations as neededImplement new analytics, reports, visualizations on a bi-weekly basis as part of agile sprintsWork on monthly presentations to senior leadership to give a read-out on efficiencyWork with internal engineering teams on a regular basis to provide updates on efficiency KPIs for their areas and identify areas of potential improvementTrack / facilitate initiatives by engineering teams to make efficiency improvementsTroubleshoot data quality issues and work with owners of source data systems to remediate those issues', 'Strong written and verbal communication skills', 'Collaborate with team members to collect and analyze data', 'Some experience in cloud data warehouse technologies like Google Big query or AWS Redshift', '3+ years working experience as a Data Analyst', 'Ability to QA and troubleshoot data', 'Job Description:', '3+ years working experience as a Data AnalystMS in Computer Science, Information Systems, or equivalent field', 'Technical writing skills and strong written/verbal communication skills', 'Prerequisite Knowledge & Proficiencies', 'Ability to set and meet deadlines and work in high-pressure situations', 'Use graphs, infographics and other methods to visualize data', 'Core Behavioral Competencies ', 'Role Specific Behavioral Competencies', 'Create presentations and reports based on recommendations and findings', 'Experience with No SQL / Hadoop', 'Work on monthly presentations to senior leadership to give a read-out on efficiency', 'Implement new analytics, reports, visualizations on a bi-weekly basis as part of agile sprints', 'Ability to work independently', 'Core Duties', 'Work with internal engineering teams on a regular basis to provide updates on efficiency KPIs for their areas and identify areas of potential improvement', 'Experience with No SQL / HadoopExperience with Gimmel notebooksUnderstanding of data warehousing and ETL techniques (including gathering, cleaning and transforming techniques)', 'Understanding of data warehousing and ETL techniques (including gathering, cleaning and transforming techniques)', 'Structure large data sets to find patterns and actionable insights', 'Establish KPIs to measure the effectiveness of business decisions', 'Ability to translate complex problems into simpler terms', 'MS in Computer Science, Information Systems, or equivalent field', 'Proficiency in SQL', 'Strong analytical and problem-solving skills', 'Examples Of Specific Job Tasks/Accountabilities', 'Strong written and verbal communication skillsAbility to write clear and concise communicationsAbility to work effectively in a global team environment', 'Ability to work effectively in a global team environment', 'Work with management to define reports and new visualizations as needed', 'Position Overview', 'Proficiency in SQLProficiency in Python and/or R for data analysisExperience with Machine Learning packagesSome experience in cloud data warehouse technologies like Google Big query or AWS RedshiftExperience with reporting and data visualization skills using software like Tableau or Power BIProficiency in Microsoft ExcelStrong analytical and problem-solving skillsTechnical writing skills and strong written/verbal communication skillsAbility to QA and troubleshoot dataAbility to set and meet deadlines and work in high-pressure situations', 'Collaborate with team members to collect and analyze dataStructure large data sets to find patterns and actionable insightsUse graphs, infographics and other methods to visualize dataCreate reports for internal teams and/or external clientsEstablish KPIs to measure the effectiveness of business decisionsCreate presentations and reports based on recommendations and findings', 'Troubleshoot data quality issues and work with owners of source data systems to remediate those issues', 'Experience with reporting and data visualization skills using software like Tableau or Power BI', 'Proficiency in Microsoft Excel', 'Job Description Summary:', 'Competencies']",Not Applicable,Full-time,Information Technology,Computer Software,2021-03-24 11:35:33
Data Analyst,Venmo,"Chicago, IL",1 day ago,169 applicants,"['', 'Collaborate with Commercial & Product Managers to understand business needs, translating strategic questions into data requirements', 'Be part of a great team, but be capable of operating independently - managing relationships, deliverables and expectations with your business partners', 'Preferred Qualifications', 'Work collaboratively across different functions and effectively influence senior business partners', 'Own business metrics for commerce productsDeliver insights to drive business decisions on new product / feature launches & scaleCollaborate with Commercial & Product Managers to understand business needs, translating strategic questions into data requirementsExperimentation: design & execute experiments to drive business decisionsManage end-to-end product lifecycle, including data ingestion, metric definition, dashboarding & post-launch analysisWrite Extract-Transform-Load (ETL) jobs to calculate business metricsRemain detail-oriented while working across a wide variety of projectsBe part of a great team, but be capable of operating independently - managing relationships, deliverables and expectations with your business partners', 'Proficient with SQL(Postgres, MySQL, Redshift, Snowflake), Python', 'Experience with AWS technologies including Redshift, RDS, S3, EMR', 'Own business metrics for commerce products', 'Job Description:', 'Remain detail-oriented while working across a wide variety of projects', 'Write Extract-Transform-Load (ETL) jobs to calculate business metrics', 'Knowledge of data warehouse technical architecture, infrastructure components, ETL and reporting/analytic tools and environments', 'Experience using, writing and optimizing SQL queries in a business environment', 'Knowledge of statistics', 'Deliver insights to drive business decisions on new product / feature launches & scale', 'Experience effectively communicating the results of analyses with stakeholders to drive strategy decisions', '3+ years of experience using Looker & in data visualization', 'Experimentation: design & execute experiments to drive business decisions', 'Coding proficiency Python and/or R', 'Responsibilities', 'Experience working in Technology', 'Qualifications', 'Experience in business intelligence software (Tableau, Looker, Qlikview, MicroStrategy) and ETL software', ""Bachelor's degree in Computer Science, Mathematics, Statistics, Finance, or equivalent work experience"", '3+ years of experience using Looker & in data visualizationProficient with SQL(Postgres, MySQL, Redshift, Snowflake), PythonDegree in Computer Science, IT, Math, Physics, Statistics, Engineering or quantitative fieldExperience working in TechnologyCoding proficiency Python and/or RExperience with AWS technologies including Redshift, RDS, S3, EMR', 'Strong analytical problem solving, critical thinking & Intellectual curiosity', ""Bachelor's degree in Computer Science, Mathematics, Statistics, Finance, or equivalent work experience3+ years of relevant work experience in analytics, data science, data engineering, business intelligence or related fieldExperience using, writing and optimizing SQL queries in a business environmentExperience in business intelligence software (Tableau, Looker, Qlikview, MicroStrategy) and ETL softwareKnowledge of data warehouse technical architecture, infrastructure components, ETL and reporting/analytic tools and environmentsStrong analytical problem solving, critical thinking & Intellectual curiosityAbility to execute fast-paced and dynamic projects in a highly organized manner on a tight scheduleExperience effectively communicating the results of analyses with stakeholders to drive strategy decisionsWork collaboratively across different functions and effectively influence senior business partnersKnowledge of statisticsAptitude in picking up new technical skills"", '3+ years of relevant work experience in analytics, data science, data engineering, business intelligence or related field', 'Degree in Computer Science, IT, Math, Physics, Statistics, Engineering or quantitative field', 'Manage end-to-end product lifecycle, including data ingestion, metric definition, dashboarding & post-launch analysis', 'Ability to execute fast-paced and dynamic projects in a highly organized manner on a tight schedule', 'Aptitude in picking up new technical skills', 'Job Description Summary:']",Not Applicable,Full-time,Information Technology,Computer Software,2021-03-24 11:35:33
Data Analyst 2,Microsoft,"Redmond, WA",3 days ago,134 applicants,"['', 'Analyze complex, high-volume, high-dimensionality data from varying sources using a variety of tools and data analysis techniques.', 'Apply privacy best practices and ensure the customer is at the center.', 'Contribute to defining and operationalizing user metrics and insights to reduce friction and drive the best possible experience for users.', 'Preferred Qualifications', 'Generate and test hypotheses to identify growth opportunities and improve customer experience.', 'Experience with Query languages (SQL, U-SQL, etc.) and reporting visualization technologies (PowerBI, Tableau, etc.)', 'Actively contribute to a diverse and inclusive culture where everyone can bring their full and authentic self, where all voices are heard, and where we do our best work as a result.', 'Ability to work through ambiguity and flexible to work across various areas and projects.', 'Communicate actionable insights to technical & non-technical audiences.', 'Master’s degree in Computer Science, Math, Engineering, Science, or related field', '3+ years product / technical data analyst experienceExperience with Query languages (SQL, U-SQL, etc.) and reporting visualization technologies (PowerBI, Tableau, etc.)Ability to help define hypothesis, requirements, metrics, and application with both business and technical partners.Ability to work through ambiguity and flexible to work across various areas and projects.Ability to understand, translate and map business and product questions into analysis projects.Bachelor’s degree in Computer Science, Math, Engineering, Science, Business, or a related field with documented coursework in statistics or business analytics.', 'Partner closely with product teams to provide actionable insights that contribute to the creation and iteration of product roadmaps, feature experiments, and business measures.', 'Actively contribute to a diverse and inclusive culture where everyone can bring their full and authentic self, where all voices are heard, and where we do our best work as a result.Partner closely with product teams to provide actionable insights that contribute to the creation and iteration of product roadmaps, feature experiments, and business measures.Analyze complex, high-volume, high-dimensionality data from varying sources using a variety of tools and data analysis techniques.Contribute to defining and operationalizing user metrics and insights to reduce friction and drive the best possible experience for users.Apply privacy best practices and ensure the customer is at the center.Apply statistical techniques to understand and synthesize product insights in large datasets.Generate and test hypotheses to identify growth opportunities and improve customer experience.Understand business performance (trends, funnels) as well as answer product and business questions to drive product investments.Communicate actionable insights to technical & non-technical audiences.', 'Responsibilities', 'Qualifications', '3+ years product / technical data analyst experience', 'Bachelor’s degree in Computer Science, Math, Engineering, Science, Business, or a related field with documented coursework in statistics or business analytics.', 'Experience running controlled experiments.', 'Apply statistical techniques to understand and synthesize product insights in large datasets.', 'Master’s degree in Computer Science, Math, Engineering, Science, or related fieldExperience running controlled experiments.', 'Ability to help define hypothesis, requirements, metrics, and application with both business and technical partners.', 'Ability to understand, translate and map business and product questions into analysis projects.', 'Understand business performance (trends, funnels) as well as answer product and business questions to drive product investments.']",Not Applicable,Full-time,Information Technology,Computer Hardware,2021-03-24 11:35:33
Jr. Data Analyst,NewDay USA,"Fulton, MD",,N/A,"['', 'Summarizing different analysis results and presenting findings', '\xa0Providing Opportunity', 'Strong interpersonal, verbal and written communication skills', 'DEPARTMENT:', 'Strong analytical, business and problem solving skillsExperience with MS Office productsExpertise in MS ExcelAttention to detailEfficient organizational skills and demonstrated follow-through on deliverablesStrong interpersonal, verbal and written communication skillsPrior operations experience within a financial firm is a plusExperience with MS SQL Server database and/or the SQL language is a plus', 'NewDay USA is a leading nationwide lender focusing on providing financial solutions to American families. Our analytics team is currently seeking a data analyst to join our team on a full-time basis.', 'POSITION DUTIES AND RESPONSIBILITIES', 'Ship, Shipmate, SelfTraining for a CareerWorld-Class Service\xa0Providing OpportunityIntegrityResilienceGiving Back', 'Efficient organizational skills and demonstrated follow-through on deliverables', 'Conducting business studies on demand', 'Prior operations experience within a financial firm is a plus', 'Attention to detail', 'Health Insurance401KCompetitive Salary', 'Our Diversity:', 'Experience with MS SQL Server database and/or the SQL language is a plus', 'Integrity', 'Benefits:', 'Strong analytical, business and problem solving skills', 'Experience:', 'Experience with MS Office products', 'Expertise in MS Excel', 'Analyzing business data', 'Our Values:', 'POSITION SUMMARY', 'Operating enterprise-specific software', 'Training for a Career', '\xa0', 'Analyzing business dataSummarizing different analysis results and presenting findingsConducting business studies on demandManaging existing reporting services as well as creating and automating ad-hoc reportsOperating enterprise-specific softwareTroubleshooting regular dataflow functionsRunning and optimizing day-to-day business functionsManaging projects and business accounts', 'Giving Back', 'Resilience', 'Troubleshooting regular dataflow functions', 'Competitive Salary', 'DEPARTMENT:\xa0Analytics', 'Health Insurance', 'Bachelor’s Degree in mathematics, statistics, or related fields', 'World-Class Service', 'POSITION QUALIFICATIONS', 'We aim to foster a culture where individuals of all backgrounds feel confident in bringing their whole selves to work, feel included and their talents are nurtured, empowering them to contribute fully to our vision and goals. It is the policy of NewDay USA to ensure equal employment opportunity without discrimination on the basis of race, color, creed, religion, national origin, alienage or citizenship status, age, sex, sexual orientation, gender identity or expression, marital or domestic/civil partnership status, disability, veteran status, genetic information, or any other basis protected by law.', 'Our Values', 'Ship, Shipmate, Self', '401K', 'Running and optimizing day-to-day business functions', 'Managing existing reporting services as well as creating and automating ad-hoc reports', 'Managing projects and business accounts', 'Education/Certification:']",Mid-Senior level,Full-time,Analyst,Financial Services,2021-03-24 11:35:33
